"ID","Species(miRNA)","Species(Target)","miRNA","Target","Reporter assay","Western blot","qPCR","Microarray","NGS","pSILAC","Other","CLIP-Seq","Sum","Number of paper"
"MIRT036238","hsa","hsa","hsa-miR-320b","TRPC4AP","0","0","0","0","1","0","0","0","1","1"
"MIRT036239","hsa","hsa","hsa-miR-320b","HIST1H2BJ","0","0","0","0","1","0","0","0","1","1"
"MIRT036240","hsa","hsa","hsa-miR-320b","UBA52","0","0","0","0","1","0","0","0","1","1"
"MIRT036241","hsa","hsa","hsa-miR-320b","ITM2B","0","0","0","0","1","0","0","0","1","1"
"MIRT036242","hsa","hsa","hsa-miR-320b","ITFG3","0","0","0","0","1","0","0","0","1","1"
"MIRT036243","hsa","hsa","hsa-miR-320b","UQCRC1","0","0","0","0","1","0","0","0","1","1"
"MIRT036244","hsa","hsa","hsa-miR-320b","GLUL","0","0","0","0","1","0","0","0","1","1"
"MIRT036245","hsa","hsa","hsa-miR-320b","MLX","0","0","0","0","1","0","0","0","1","1"
"MIRT036246","hsa","hsa","hsa-miR-320b","GOLPH3","0","0","0","0","1","0","0","0","1","1"
"MIRT056773","hsa","hsa","hsa-miR-320b","ARID5B","0","0","0","0","1","0","0","0","1","1"
"MIRT063081","hsa","hsa","hsa-miR-320b","ULK1","0","0","0","0","1","0","0","0","1","1"
"MIRT063600","hsa","hsa","hsa-miR-320b","FBXO28","0","0","0","0","1","0","0","0","1","2"
"MIRT079023","hsa","hsa","hsa-miR-320b","TNRC6C","0","0","0","0","1","0","0","0","1","1"
"MIRT114485","hsa","hsa","hsa-miR-320b","PNN","0","0","0","0","1","0","0","0","1","1"
"MIRT127025","hsa","hsa","hsa-miR-320b","FAM208B","0","0","0","0","1","0","0","0","1","2"
"MIRT142256","hsa","hsa","hsa-miR-320b","DCTN5","0","0","0","0","1","0","0","0","1","4"
"MIRT175499","hsa","hsa","hsa-miR-320b","ZBTB33","0","0","0","0","1","0","0","0","1","2"
"MIRT229852","hsa","hsa","hsa-miR-320b","YIPF6","0","0","0","0","1","0","0","0","1","2"
"MIRT279172","hsa","hsa","hsa-miR-320b","MAPK1IP1L","0","0","0","0","1","0","0","0","1","1"
"MIRT317413","hsa","hsa","hsa-miR-320b","MRPS18B","0","0","0","0","1","0","0","0","1","1"
"MIRT326656","hsa","hsa","hsa-miR-320b","ZNF275","0","0","0","0","1","0","0","0","1","2"
"MIRT366461","hsa","hsa","hsa-miR-320b","KLHL15","0","0","0","0","1","0","0","0","1","2"
"MIRT386282","hsa","hsa","hsa-miR-320b","ITPRIPL2","0","0","0","0","1","0","0","0","1","1"
"MIRT443480","hsa","hsa","hsa-miR-320b","ACPP","0","0","0","0","1","0","0","1","2","1"
"MIRT444036","hsa","hsa","hsa-miR-320b","SYNM","0","0","0","0","1","0","0","0","1","1"
"MIRT444533","hsa","hsa","hsa-miR-320b","EIF2A","0","0","0","0","1","0","0","0","1","1"
"MIRT448931","hsa","hsa","hsa-miR-320b","CKS1B","0","0","0","0","1","0","0","0","1","1"
"MIRT449109","hsa","hsa","hsa-miR-320b","CREBRF","0","0","0","0","1","0","0","0","1","1"
"MIRT449340","hsa","hsa","hsa-miR-320b","ACTBL2","0","0","0","0","1","0","0","0","1","1"
"MIRT462372","hsa","hsa","hsa-miR-320b","BCL7B","0","0","0","0","1","0","0","0","1","1"
"MIRT467704","hsa","hsa","hsa-miR-320b","SLC38A2","0","0","0","0","1","0","0","0","1","2"
"MIRT473528","hsa","hsa","hsa-miR-320b","MAX","0","0","0","0","1","0","0","0","1","1"
"MIRT475953","hsa","hsa","hsa-miR-320b","GXYLT1","0","0","0","0","1","0","0","0","1","1"
"MIRT481564","hsa","hsa","hsa-miR-320b","ARL10","0","0","0","0","1","0","0","0","1","1"
