"ID","Species(miRNA)","Species(Target)","miRNA","Target","Reporter assay","Western blot","qPCR","Microarray","NGS","pSILAC","Other","CLIP-Seq","Sum","Number of paper"
"MIRT002084","hsa","hsa","hsa-miR-378a-5p","SUFU","1","1","1","0","0","0","1","0","4","1"
"MIRT003753","hsa","hsa","hsa-miR-378a-5p","TUSC2","1","1","1","0","0","0","1","0","4","1"
"MIRT004805","mmu","vsv","mmu-miR-378a-5p","VSIVgp2","1","0","0","0","0","0","0","0","1","1"
"MIRT043961","hsa","hsa","hsa-miR-378a-5p","PPARGC1A","0","0","0","0","1","0","0","0","1","1"
"MIRT043962","hsa","hsa","hsa-miR-378a-5p","SART3","0","0","0","0","1","0","0","0","1","1"
"MIRT043963","hsa","hsa","hsa-miR-378a-5p","NT5DC3","0","0","0","0","1","0","0","0","1","1"
"MIRT043964","hsa","hsa","hsa-miR-378a-5p","TALDO1","0","0","0","0","1","0","0","0","1","1"
"MIRT043965","hsa","hsa","hsa-miR-378a-5p","SYDE2","0","0","0","0","1","0","0","0","1","1"
"MIRT043966","hsa","hsa","hsa-miR-378a-5p","AKAP8L","0","0","0","0","1","0","0","0","1","1"
"MIRT043967","hsa","hsa","hsa-miR-378a-5p","COX1","0","0","0","0","1","0","0","0","1","1"
"MIRT043968","hsa","hsa","hsa-miR-378a-5p","SLC16A9","0","0","0","0","1","0","0","0","1","1"
"MIRT043969","hsa","hsa","hsa-miR-378a-5p","HNRNPDL","0","0","0","0","1","0","0","0","1","1"
"MIRT043970","hsa","hsa","hsa-miR-378a-5p","CHD2","0","0","0","0","1","0","0","0","1","1"
"MIRT043971","hsa","hsa","hsa-miR-378a-5p","ETNK1","0","0","0","0","1","0","0","0","1","1"
"MIRT043972","hsa","hsa","hsa-miR-378a-5p","AARS2","0","0","0","0","1","0","0","0","1","1"
"MIRT043973","hsa","hsa","hsa-miR-378a-5p","UBR4","0","0","0","0","1","0","0","0","1","1"
"MIRT043974","hsa","hsa","hsa-miR-378a-5p","ARC","0","0","0","0","1","0","0","0","1","1"
"MIRT043975","hsa","hsa","hsa-miR-378a-5p","BRAF","0","0","0","0","1","0","0","0","1","1"
"MIRT043976","hsa","hsa","hsa-miR-378a-5p","MTL5","0","0","0","0","1","0","0","0","1","1"
"MIRT043977","hsa","hsa","hsa-miR-378a-5p","C1QBP","0","0","0","0","1","0","0","0","1","1"
"MIRT043978","hsa","hsa","hsa-miR-378a-5p","BRIP1","0","0","0","0","1","0","0","0","1","1"
"MIRT043979","hsa","hsa","hsa-miR-378a-5p","FAM115A","0","0","0","0","1","0","0","0","1","1"
"MIRT043980","hsa","hsa","hsa-miR-378a-5p","SDF4","0","0","0","0","1","0","0","0","1","1"
"MIRT043981","hsa","hsa","hsa-miR-378a-5p","EIF3D","0","0","0","0","1","0","0","0","1","1"
"MIRT043982","hsa","hsa","hsa-miR-378a-5p","YEATS2","0","0","0","0","1","0","0","0","1","1"
"MIRT043983","hsa","hsa","hsa-miR-378a-5p","MYO1B","0","0","0","0","1","0","0","0","1","1"
"MIRT043984","hsa","hsa","hsa-miR-378a-5p","IGSF3","0","0","0","0","1","0","0","0","1","1"
"MIRT043985","hsa","hsa","hsa-miR-378a-5p","CACTIN","0","0","0","0","1","0","0","0","1","1"
"MIRT043986","hsa","hsa","hsa-miR-378a-5p","GDE1","0","0","0","0","1","0","0","0","1","1"
"MIRT043987","hsa","hsa","hsa-miR-378a-5p","CHTF18","0","0","0","0","1","0","0","0","1","1"
"MIRT043988","hsa","hsa","hsa-miR-378a-5p","IMPDH2","0","0","0","0","1","0","0","0","1","1"
"MIRT043989","hsa","hsa","hsa-miR-378a-5p","ZNF485","0","0","0","0","1","0","0","0","1","1"
"MIRT043990","hsa","hsa","hsa-miR-378a-5p","HSPA1B","0","0","0","0","1","0","0","0","1","1"
"MIRT043991","hsa","hsa","hsa-miR-378a-5p","TPR","0","0","0","0","1","0","0","0","1","1"
"MIRT043992","hsa","hsa","hsa-miR-378a-5p","ING3","0","0","0","0","1","0","0","0","1","1"
"MIRT043993","hsa","hsa","hsa-miR-378a-5p","PRMT1","0","0","0","0","1","0","0","0","1","1"
"MIRT043994","hsa","hsa","hsa-miR-378a-5p","DNAJC14","0","0","0","0","1","0","0","0","1","1"
"MIRT043995","hsa","hsa","hsa-miR-378a-5p","CYB561A3","0","0","0","0","1","0","0","0","1","1"
