source,target
LIN9,MYBL2
ERCC4,ATM
ERCC4,RPA2
TRIM33,SMAD4
HDAC4,KAT2B
HDAC4,MEF2D
RAB5B,WASL
RAB5B,GAK
RAB5B,TGOLN2
RAB5B,OCRL
RAB5B,EPS15
PRKACB,MAPK1
PRKACB,NR3C1
PRKACB,CCND2
PRKACB,ACVR1
PRKACB,CCNT2
PRKACB,ITPR1
PRKACB,PDE4D
PRKACB,CREB1
PRKACB,RAPGEF4
CFL2,ACTB
PPARA,MAPK1
PPARA,RORA
PPARA,DUT
PPARA,CHD9
PPARA,CLOCK
STK38,MOB1B
STK38,ACTB
NCOA3,MAPK14
NCOA3,NR3C1
NCOA3,YY1
NCOA3,KAT2B
TNFAIP3,XIAP
TNFAIP3,TNIP1
CLIP1,PPP2R5E
CLIP1,NDEL1
NR3C1,SMAD4
NR3C1,ACTB
NR3C1,NF1
NR3C1,ATF2
NR3C1,KAT2B
RAB1A,NAPB
SF3B3,HNRNPU
SF3B3,CHERP
SF3B3,HNRNPA1
SF3B3,NCBP2
SF3B3,SRSF7
SF3B3,WBP4
SF3B3,HNRNPUL1
BMPR2,ACVR1
BMPR2,SMAD4
BMPR2,XIAP
BMPR2,BAMBI
NCBP2,RPS4Y1
NCBP2,CCNT2
NCBP2,HNRNPU
NCBP2,SRSF7
NCBP2,HNRNPA1
NCBP2,SMG1
NCBP2,WBP4
CCND2,ACVR1
CCND2,CCNT2
CCND2,STAT5B
RRAS2,RAF1
SOCS1,RLIM
SOCS1,RNF111
SOCS1,STAT5B
SOCS1,KLHL11
SOCS1,CUL5
SOCS1,SOCS3
SOCS1,RNF41
OCRL,WASL
OCRL,GAK
OCRL,EPS15
OCRL,LDLR
OCRL,TGOLN2
CREB1,MAPK1
CREB1,MAPK14
CREB1,ATF2
CREB1,MAP3K1
WASL,LDLR
WASL,EPS15
WASL,ACTB
WASL,TGOLN2
WASL,GAK
RPA2,ATM
RPA2,POLI
USP8,RNF41
USP8,FZD6
CNOT4,EIF4A2
EIF4A2,RPS4Y1
ATF2,MAPK1
ATF2,MAPK14
ATF2,KAT2B
ATF2,SMAD4
ATF2,ACTB
ATF2,NF1
ATF2,CCNA2
ATF2,SOCS3
BCL2L11,MAPK1
CHEK2,ATM
PSMD9,CCNA2
PSMD9,TNKS
HNRNPU,HNRNPA1
HNRNPU,SRSF7
HNRNPU,WBP4
HNRNPU,HNRNPUL1
HNRNPUL1,SRSF7
HNRNPUL1,HNRNPA1
HNRNPUL1,CHERP
CCNT2,ACVR1
CCNT2,SMAD4
CCNT2,ATM
KLHL11,KLHL20
KLHL11,RLIM
KLHL11,RNF111
KLHL11,KLHL3
KLHL11,KLHL21
KLHL11,LTN1
KLHL11,CUL5
KLHL11,LONRF1
KLHL11,SOCS3
KLHL11,RNF41
YY1,ACTB
YY1,KAT2B
CPD,TGOLN2
CPD,GAK
NF1,ACTB
RAF1,MAPK1
RAF1,SGK1
RAF1,RAPGEF4
RAF1,PPP2R5E
CCNA2,MYBL2
CCNA2,USP37
CCNA2,ATM
ACTB,PFN1
ACTB,PFN2
ACTB,KAT2B
KLHL21,RLIM
KLHL21,RNF111
KLHL21,CUL5
KLHL21,LONRF1
EPS15,GAK
EPS15,LDLR
EPS15,TGOLN2
MAVS,MAP3K1
MAPK1,DUT
MAPK1,STAT5B
RPS4Y1,SMG1
TGOLN2,GAK
TGOLN2,SNAPIN
TGOLN2,STX16
TGOLN2,LDLR
STK4,MOB1B
STK4,RASSF1
STAT5B,BRWD1
STAT5B,SOCS3
TNKS,USP34
MEF2A,MAPK14
MEF2A,KAT2B
MEF2A,MEF2D
LDLR,GAK
KLHL3,KLHL20
KLHL3,RLIM
KLHL3,RNF111
KLHL3,LTN1
KLHL3,CUL5
KLHL3,LONRF1
BAMBI,ACVR1
RNF111,KLHL20
RNF111,RLIM
RNF111,SMAD4
RNF111,CUL5
RNF111,LONRF1
RNF111,LTN1
RNF111,SOCS3
SLC9A1,MAPK14
NDEL1,PPP2R5E
NAPB,STX16
PFN1,PFN2
SMAD4,KAT2B
MAP3K1,MAPK14
MAP3K1,TNFRSF10B
MAP3K1,MAP2K3
SOCS3,MAPK14
SOCS3,RLIM
SOCS3,CUL5
TNRC6A,MAPK14
TNRC6A,TNRC6B
SRSF7,CHERP
SRSF7,HNRNPA1
SRSF7,WBP4
TNRC6B,MAPK14
HNRNPA1,WBP4
HNRNPA1,CHERP
LONRF1,KLHL20
LONRF1,RLIM
LONRF1,LTN1
LONRF1,CUL5
MAPK14,MEF2D
MAPK14,MAP2K3
MAPK14,KAT2B
CUL5,KLHL20
CUL5,RLIM
CUL5,LTN1
MEF2D,KAT2B
TAF4,KAT2B
RORA,CLOCK
RLIM,KLHL20
RLIM,LTN1
LTN1,KLHL20
RNF41,KLHL20
CHERP,WBP4
