source,target
ITGA2,ITGB8
ITGA2,LAMC1
QSOX1,THBS1
QSOX1,VEGFA
DDX5,HSPA8
DDX5,PCBP2
DDX5,NUDT21
DDX5,HNRNPR
DDX5,SRSF2
DDX5,PLRG1
DDX5,YBX1
DDX5,PRPF4
DDX5,MAGOHB
DDX5,SF3B3
DDX5,SUGP1
DDX5,WBP4
KLHL20,RPS27A
KLHL20,UBE2C
KLHL20,FBXO21
KLHL20,RNF19B
KLHL20,ASB16
KLHL20,ITCH
KLHL20,ASB1
KLHL20,UBOX5
KLHL20,RLIM
KLHL20,UBC
ASB16,UBOX5
ASB16,RLIM
ASB16,ASB1
ASB16,RPS27A
ASB16,RNF19B
ASB16,ITCH
ASB16,UBC
TGOLN2,M6PR
TGOLN2,WASL
TGOLN2,HSPA8
TGOLN2,GAK
TGOLN2,RAB5B
TGOLN2,OCRL
TGOLN2,GOLGA1
TGOLN2,VTI1A
TGOLN2,AP1G1
TGOLN2,VPS53
TGOLN2,LDLR
TGOLN2,FCHO2
CDK19,MED16
ACOX1,CPT1A
ACOX1,ACSL4
FOXK2,RPS27A
FOXK2,UBC
CRY2,RPS27A
CRY2,CLOCK
CRY2,UBC
RRN3,GTF2H3
DYRK2,RPS27A
DYRK2,UBC
TAX1BP1,XIAP
RPL17,RPL18A
RPL17,SPCS1
RPL17,EIF2S1
RPL17,EIF4H
RPL17,RPS27A
RPL17,RPL30
RPL17,MRPL13
RPL17,MAGOHB
RPL17,EIF4A2
RPL17,RPL14
RPL17,RPL21
RPL17,ETF1
PSMD2,RPS27A
PSMD2,SPOPL
PSMD2,UBE2C
PSMD2,CSNK1A1
PSMD2,UBC
PSMD2,ITCH
COX5A,UQCRC1
COX5A,COX6B1
COX5A,CYCS
BCL2L11,MAPK1
BCL2L11,BCL2L2
BCL2L11,MCL1
RPA2,USP10
RPA2,REV1
RPA2,RPS27A
RPA2,HIST1H2BD
RPA2,YWHAZ
RPA2,HIST1H2BJ
RPA2,UBC
RPA2,PRIM1
RPA2,FAAP24
RPA2,RFC3
RPA2,GTF2H3
HAUS8,HAUS2
HAUS8,CCP110
PRIM1,RB1
PRIM1,NME6
PRIM1,RFC3
PDPK1,SMAD7
PDPK1,JAK1
WASL,M6PR
WASL,OCRL
WASL,LDLR
WASL,HIP1
WASL,FCHO2
WASL,CAV1
WASL,RAB5B
WASL,HSPA8
WASL,ARPC2
WASL,FNBP1L
WASL,PDGFB
WASL,UBC
WASL,GAK
EIF2B2,EIF2S1
RORA,CLOCK
RORA,CPT1A
FBXO21,UBOX5
FBXO21,FBXO31
ARID4B,HIST1H2BJ
ARID4B,HIST1H2BD
ARID4B,RBBP7
SMAD4,HSPA8
SMAD4,SMAD7
SMAD4,RPS27A
SMAD4,RUNX1
SMAD4,RBBP7
SMAD4,SKI
SMAD4,RBL1
SMAD4,NCOR2
SMAD4,MYC
SMAD4,UBC
SMAD4,BMPR2
SPOPL,RPS27A
SPOPL,UBC
SOX4,TCF7L2
NME6,CMPK1
NME6,POLR3F
B2M,GBP3
B2M,IRF2
USP28,MYC
CRK,ABL2
CRK,PDGFB
TCF7L2,HIST1H2BD
TCF7L2,MYC
TCF7L2,TBL1XR1
ADAR,IRF2
LDHD,LDHB
LDHD,TIMM17A
LDHD,GRPEL2
LDHD,PDHB
EIF2S1,RPL18A
EIF2S1,RPS27A
EIF2S1,MYC
EIF2S1,EIF4G2
EIF2S1,RPL30
EIF2S1,RPL14
EIF2S1,EIF4A2
EIF2S1,RPL21
EIF2S1,EIF4H
TOMM20,VDAC1
PAFAH1B1,MAD1L1
PAFAH1B1,RANGAP1
PAFAH1B1,BICD2
PAFAH1B1,SEPT2
PAFAH1B1,CCP110
DNAJB9,HSPA8
LRPAP1,LDLR
KPNA2,RANGAP1
LDHB,PDHB
RNF19B,UBOX5
RNF19B,RLIM
RNF19B,ASB1
RNF19B,RPS27A
RNF19B,UBC
RNF19B,UBE2C
RNF19B,TRIM32
RNF19B,ITCH
CHD9,CPT1A
CHD9,ABCA1
CHD9,NCOR2
CHD9,TBL1XR1
CYLD,RPS27A
CYLD,XIAP
CYLD,UBC
MAPK1,CREB1
MAPK1,PRKACB
MAPK1,JAK1
MAPK1,MKNK2
MAPK1,PRKAR1A
MAPK1,ELK4
MAPK1,GJA1
MAPK1,NCOR2
MAPK1,HMGB1
MAPK1,MYC
MAPK1,RB1
MAPK1,YWHAZ
PRKACB,CCND2
PRKACB,NCAPD2
PRKACB,PDE4C
PRKACB,PRKAR1A
PRKACB,CREB1
PRKACB,ABCA1
PRKACB,RAPGEF4
PRKACB,GNAS
NUP188,NUP35
NUP188,MAGOHB
NUP188,RANGAP1
ACSL4,CPT1A
CRTC3,CREB1
SMAD7,BAMBI
SMAD7,RPS27A
SMAD7,BMPR2
SMAD7,XIAP
SMAD7,CAV1
SMAD7,UBC
HIP1,HSPA8
HIP1,RPS27A
HIP1,ARPC2
HIP1,GAK
HIP1,OCRL
HIP1,FCHO2
HIP1,RAB5B
HIP1,UBC
PPP3R1,YWHAZ
PPP3R1,CYCS
PIP4K2C,MTMR3
PIP4K2C,OCRL
PIP4K2C,PIP4K2A
FOXK1,RPS27A
FOXK1,UBC
SRSF2,HSPA8
SRSF2,SUGP1
SRSF2,NUP35
SRSF2,NUDT21
SRSF2,SF3B3
SRSF2,MAGOHB
SRSF2,PCBP2
SRSF2,WBP4
SRSF2,PLRG1
SRSF2,HNRNPR
SRSF2,YBX1
SRSF2,PRPF4
TBL1XR1,HIST1H2BD
TBL1XR1,HIST1H2BJ
TBL1XR1,ABCA1
TBL1XR1,NCOR2
MRPL13,RPL18A
MRPL13,RPL30
MRPL13,MRPL57
MRPL13,RPL21
RPL18A,FBL
RPL18A,RPS27A
RPL18A,MAGOHB
RPL18A,RPL30
RPL18A,RPL14
RPL18A,EIF4A2
RPL18A,RPL21
RPL18A,EIF4H
RPL18A,SPCS1
RPL18A,ETF1
COX6B1,CYCS
RBBP7,RB1
RBBP7,CBX8
RBBP7,HIST1H2BD
RBBP7,MORF4L1
RBBP7,CENPQ
RBBP7,HIST1H2BJ
RBBP7,E2F1
RBBP7,NCOA3
AGO4,KDM6B
AGO4,HIST1H2BD
AGO4,HIST1H2BJ
AGO4,E2F1
AGO4,MYC
AGO4,TNRC6B
AGO4,TNRC6A
NCOA3,MED16
NCOA3,MYC
NCOA3,NCOR2
DNAJB4,HSPA8
BAMBI,BMPR2
ALDH9A1,MYC
WBP4,HSPA8
WBP4,SUGP1
WBP4,NUDT21
WBP4,SF3B3
WBP4,PCBP2
WBP4,PRPF4
WBP4,HNRNPR
WBP4,PLRG1
CBX8,KDM6B
CBX8,TNRC6A
MED16,NCOR2
RAB5B,M6PR
RAB5B,HSPA8
RAB5B,RPS27A
RAB5B,ARPC2
RAB5B,GAK
RAB5B,EEA1
RAB5B,UBC
RAB5B,OCRL
TSG101,RPS27A
TSG101,UBC
ITCH,UBOX5
ITCH,RLIM
ITCH,ASB1
ITCH,RPS27A
ITCH,DTX2
ITCH,UBC
ITCH,UBE2C
ITCH,PCBP2
ITCH,MAVS
PAIP1,EIF4A2
PAIP1,CNOT4
REST,HIST1H2BD
REST,HIST1H2BJ
CNOT4,EIF4A2
CEP72,HAUS2
CEP72,CCP110
SGMS1,JAK1
SGMS1,UGCG
FBL,RPS27A
USP10,UBC
USP10,RFC3
USP10,RPS27A
USP10,REV1
SF3B3,HSPA8
SF3B3,SUGP1
SF3B3,NUDT21
SF3B3,HNRNPR
SF3B3,PCBP2
SF3B3,MAGOHB
SF3B3,PLRG1
SF3B3,YBX1
SF3B3,PRPF4
CENPQ,HIST1H2BD
PCBP2,HSPA8
PCBP2,SUGP1
PCBP2,NUDT21
PCBP2,HNRNPR
PCBP2,MAVS
PCBP2,PLRG1
PCBP2,YBX1
PCBP2,PRPF4
TIMM17A,GRPEL2
RPS27A,UBOX5
RPS27A,HSPA8
RPS27A,SPCS1
RPS27A,EPS15L1
RPS27A,RLIM
RPS27A,REV1
RPS27A,RBL2
RPS27A,ASB1
RPS27A,VDAC1
RPS27A,EIF4H
RPS27A,EIF4A2
RPS27A,USP16
RPS27A,RPL21
RPS27A,GTF2H3
RPS27A,GAK
RPS27A,OCRL
RPS27A,CDT1
RPS27A,RPL30
RPS27A,HIST1H2BD
RPS27A,UBC
RPS27A,FAAP24
RPS27A,UBE2C
RPS27A,RFC3
RPS27A,SKI
RPS27A,CSNK1A1
RPS27A,FCHO2
RPS27A,ARHGEF7
RPS27A,MAGOHB
RPS27A,DTX2
RPS27A,NCOR2
RPS27A,RPL14
RPS27A,ARPC2
RPS27A,XIAP
RPS27A,TADA2B
RPS27A,HIST1H2BJ
RPS27A,ETF1
IRAK4,HMGB1
SPCS1,RPL30
SPCS1,RPL14
SPCS1,RPL21
PLXNA1,LIMK1
GAK,M6PR
GAK,HSPA8
GAK,ARPC2
GAK,LDLR
GAK,AP1G1
GAK,UBC
GAK,OCRL
PRKAR1A,RAPGEF4
PRKAR1A,CREB1
PRKAR1A,GNAS
TNRC6B,KDM6B
TNRC6B,MYC
TNRC6B,TNRC6A
FCHO2,FNBP1L
FCHO2,ARPC2
FCHO2,UBC
GTF2H3,UBC
GTF2H3,RNGTT
GTF2H3,RFC3
VDAC1,CYCS
VDAC1,UBC
USP16,UBC
TNRC6A,KDM6B
TNRC6A,E2F1
TNRC6A,MYC
SUGP1,HSPA8
SUGP1,NUDT21
SUGP1,HNRNPR
SUGP1,PLRG1
SUGP1,PRPF4
IRF2,HMGB1
IRF2,GBP3
NCOR2,RBL2
NCOR2,UBC
NCOR2,RBL1
NCOR2,SKI
RPL21,EIF4H
RPL21,RPL30
RPL21,MAGOHB
RPL21,EIF4A2
RPL21,RPL14
RPL21,ETF1
HAUS2,CEP57
HAUS2,CCP110
GDI2,RAB10
UBC,UBOX5
UBC,HSPA8
UBC,EPS15L1
UBC,RLIM
UBC,REV1
UBC,RBL2
UBC,ASB1
UBC,HIST1H2BD
UBC,ARPC2
UBC,CDT1
UBC,TADA2B
UBC,DTX2
UBC,HIST1H2BJ
UBC,TRIM32
UBC,FAAP24
UBC,RFC3
UBC,UBE2C
UBC,SKI
UBC,LDLR
UBC,CSNK1A1
UBC,ARHGEF7
UBC,XIAP
UBC,OCRL
CD47,THBS1
CAV1,E2F1
MAGOHB,HSPA8
MAGOHB,RPL30
MAGOHB,NUP35
MAGOHB,NUDT21
MAGOHB,HNRNPR
MAGOHB,PLRG1
MAGOHB,RPL14
MAGOHB,EIF4A2
MAGOHB,YBX1
MAGOHB,ETF1
THBS1,VEGFA
THBS1,PDGFB
UBOX5,ASB1
UBOX5,RLIM
CRCP,POLR3F
MTMR3,PIP4K2A
LIMK1,PAK6
LIMK1,SSH2
LIMK1,CFL2
CDT1,RB1
HMGB2,HMGB1
RPL14,EIF4H
RPL14,RPL30
RPL14,EIF4A2
RPL14,ETF1
UBE2C,RLIM
UBE2C,HIST1H2BD
UBE2C,HIST1H2BJ
CSDE1,YBX1
CSDE1,MYC
VPS53,M6PR
VPS53,GOLGA1
VPS53,VTI1A
RLIM,TRIM32
RLIM,ASB1
CYCS,UQCRC1
CCND2,MYC
CCND2,RB1
CCND2,E2F1
CCND2,RBL1
CCND2,RBL2
EIF4G2,EIF4A2
FNBP1L,M6PR
FNBP1L,ARPC2
GOLGA1,VTI1A
RB1,RBL1
RB1,E2F1
RB1,MYC
RB1,HIST1H2BD
CEP57,SEPT2
CEP57,CCP110
ARPC2,M6PR
ARPC2,HSPA8
SKI,MYC
E2F1,RBL2
E2F1,RBL1
E2F1,MCL1
E2F1,MYC
BMPR2,XIAP
VEGFA,PDGFB
VEGFA,CREB1
MORF4L1,MORF4L2
CSNK1A1,YWHAZ
RBL1,RBL2
RBL1,MYC
POLR3F,NFIB
AP3S2,AP1G1
RFC3,REV1
RFC3,YWHAZ
EIF4A2,EIF4H
EIF4A2,RPL30
VTI1A,M6PR
CREB1,AKR7A2
CREB1,PRKG1
RPL30,EIF4H
RPL30,ETF1
HNRNPR,HSPA8
HNRNPR,NUDT21
HNRNPR,YBX1
HNRNPR,PRPF4
HNRNPR,PLRG1
NUDT21,HSPA8
NUDT21,PLRG1
NUDT21,YBX1
NUDT21,PRPF4
RAPGEF4,YWHAZ
SIKE1,MAVS
SIK1,YWHAZ
PAK6,LAMC1
PAK6,ARHGEF7
DNAJB6,HSPA8
LDLR,M6PR
LDLR,HSPA8
LDLR,OCRL
KDM6B,HIST1H2BD
KDM6B,HIST1H2BJ
YWHAZ,RAB10
AP1G1,M6PR
AP1G1,HSPA8
AP1G1,GNS
AP1G1,OCRL
UGCG,JAK1
PLRG1,HSPA8
PLRG1,YBX1
PLRG1,PRPF4
YBX1,HSPA8
YBX1,PRPF4
GNS,M6PR
GNS,HSPA8
JAK1,MYC
HSPA8,M6PR
HSPA8,PRPF4
HSPA8,NUP35
HSPA8,GRPEL2
HSPA8,OCRL
HSPA8,DNAJC10
RANGAP1,MAD1L1
RANGAP1,NUP35
PIP4K2A,OCRL
HIST1H2BJ,HIST1H2BD
HIST1H2BJ,TADA2B
TADA2B,HIST1H2BD
M6PR,OCRL
