source,target
RPSA,EIF2S1
RPSA,LAMC1
RPSA,EIF4H
RPSA,RPS27A
RPSA,RPS15A
RPSA,EIF4A2
RPSA,RPL14
RPSA,RPL21
RPSA,MRPS6
RPSA,ETF1
LDHD,TIMM17A
LDHD,GRPEL2
LDHD,PDHB
KIF23,ARCN1
KIF23,SURF4
KIF23,MELK
EIF2S1,RPS27A
EIF2S1,MYC
EIF2S1,EIF4G2
EIF2S1,RPL14
EIF2S1,EIF4A2
EIF2S1,RPL21
EIF2S1,EIF4H
EIF2S1,RPS15A
CETN2,CEP72
CETN2,COPS3
CETN2,RPS27A
CETN2,CEP57
CETN2,UBC
CETN2,SEPT2
CETN2,ERCC2
CETN2,CCP110
CETN2,PAFAH1B1
CETN2,GTF2H3
ELP2,HIST2H3A
PAFAH1B1,RANGAP1
PAFAH1B1,BICD2
PAFAH1B1,SEPT2
PAFAH1B1,CCP110
DNAJB9,HSPA8
LRPAP1,LDLR
COX7B,COX6B1
COX7B,CYCS
KPNA2,RANGAP1
MAP3K3,MAPK14
CNEP1R1,PPP3R1
CNEP1R1,LPIN1
CNEP1R1,CYCS
CNEP1R1,PPP1CA
RNF19B,UBOX5
RNF19B,RLIM
RNF19B,HUWE1
RNF19B,ASB1
RNF19B,RPS27A
RNF19B,TRIM11
RNF19B,UBE3C
RNF19B,UBC
RNF19B,UBE2C
RNF19B,TRIM32
RNF19B,UBE4A
RNF19B,ITCH
CHD9,CPT1A
CHD9,NPAS2
CHD9,ABCA1
CHD9,TBL1XR1
CYLD,RPS27A
CYLD,XIAP
CYLD,UBC
CASP2,PTBP1
MAPK1,CREB1
MAPK1,SMAD3
MAPK1,PRKACB
MAPK1,JAK1
MAPK1,MKNK2
MAPK1,PRKAR1A
MAPK1,ELK4
MAPK1,PIK3CA
MAPK1,HMGB1
MAPK1,MYC
MAPK1,YES1
MAPK1,TSC2
MAPK1,S1PR1
MAPK1,RB1
MAPK1,YWHAZ
PRKACB,CCND2
PRKACB,NCAPD2
PRKACB,PPP1CA
PRKACB,PDE4C
PRKACB,PRKAR1A
PRKACB,CREB1
PRKACB,ABCA1
PRKACB,RAPGEF4
PRKACB,GNAS
PRKACB,ERCC2
SMAD3,HSPA8
SMAD3,LAMC1
SMAD3,KAT2B
SMAD3,RPS27A
SMAD3,RUNX1
SMAD3,RBBP7
SMAD3,UBC
SMAD3,SKI
SMAD3,RBL1
SMAD3,MYC
SMAD3,CAV1
AK1,PDE4C
ACSL4,CPT1A
CRTC3,CREB1
TRAPPC10,GOLGA2
TRAPPC10,TRAPPC2
TRAPPC10,SEC16A
CLOCK,HIST2H3A
CLOCK,NPAS2
PPP3R1,YWHAZ
PPP3R1,PPP1CA
PPP3R1,CYCS
PIP4K2C,PIK3CA
PIP4K2C,MTMR3
PIP4K2C,OCRL
PIP4K2C,PIP4K2A
HIP1,HSPA8
HIP1,RPS27A
HIP1,ARPC2
HIP1,GAK
HIP1,OCRL
HIP1,FCHO2
HIP1,RAB5B
HIP1,UBC
FOXK1,RPS27A
FOXK1,UBC
SRSF2,HSPA8
SRSF2,SUGP1
SRSF2,NUP35
SRSF2,SF3B3
SRSF2,PTBP1
SRSF2,PCBP2
SRSF2,PLRG1
SRSF2,HNRNPR
SRSF2,TRA2B
SRSF2,PRPF4
TBL1XR1,HDAC10
TBL1XR1,KAT2B
TBL1XR1,HIST1H2BD
TBL1XR1,HIST1H2BJ
TBL1XR1,ABCA1
TBL1XR1,HIST2H3A
COX6B1,CYCS
RBBP7,HDAC10
RBBP7,RB1
RBBP7,CBX8
RBBP7,HIST1H2BD
RBBP7,MORF4L1
RBBP7,CENPQ
RBBP7,HIST1H2BJ
RBBP7,E2F1
RBBP7,CHD4
RBBP7,NCOA3
RBBP7,HIST2H3A
KDM4A,HIST1H2BD
KDM4A,HIST1H2BJ
KDM4A,UBC
KDM4A,HIST2H3A
NCOA3,MAPK14
NCOA3,KAT2B
NCOA3,MED16
NCOA3,MYC
NCOA3,MED12
DNAJB4,HSPA8
MRPL57,MRPS6
MRPL57,MTRF1L
MRPL57,MRPL40
ALDH9A1,MYC
HIST1H2AM,HIST1H2BD
HIST1H2AM,HIST1H2BJ
CBX8,KDM6B
CBX8,HIST2H3A
CBX8,TNRC6A
MED16,MED12
RAB5B,M6PR
RAB5B,HSPA8
RAB5B,RPS27A
RAB5B,ARPC2
RAB5B,GAK
RAB5B,EEA1
RAB5B,UBC
RAB5B,OCRL
TSG101,RPS27A
TSG101,UBC
COPS3,RPS27A
COPS3,ERCC2
COPS3,UBC
COPS3,GTF2H3
EPHA4,YES1
ITCH,UBOX5
ITCH,RLIM
ITCH,HUWE1
ITCH,ASB1
ITCH,RPS27A
ITCH,TRIM11
ITCH,UBE3C
ITCH,UBC
ITCH,UBE2C
ITCH,PCBP2
ITCH,UBE4A
ITCH,MAVS
REST,HIST1H2BD
REST,HIST1H2BJ
REST,HIST2H3A
PAIP1,EIF4A2
PAIP1,CNOT4
CNOT4,EIF4A2
CEP72,CCP110
SGMS1,PIK3CA
SGMS1,JAK1
SGMS1,UGCG
UBE3C,UBOX5
UBE3C,RLIM
UBE3C,HUWE1
UBE3C,ASB1
UBE3C,RPS27A
UBE3C,TRIM11
UBE3C,UBE2C
UBE3C,UBE4A
UBE3C,UBC
SF3B3,HSPA8
SF3B3,SUGP1
SF3B3,HNRNPR
SF3B3,PCBP2
SF3B3,PTBP1
SF3B3,PLRG1
SF3B3,TRA2B
SF3B3,PRPF4
PGAM1,GAPDH
CENPQ,HIST1H2BD
LPAR2,PIK3CA
LPAR2,F2RL1
LPAR2,S1PR1
MTRF1L,MRPL40
MTRF1L,MRPS6
PCBP2,HSPA8
PCBP2,SUGP1
PCBP2,PTBP1
PCBP2,HNRNPR
PCBP2,TRA2B
PCBP2,MAVS
PCBP2,PLRG1
PCBP2,PRPF4
TIMM17A,GRPEL2
RPS27A,UBOX5
RPS27A,HSPA8
RPS27A,SPCS1
RPS27A,EPS15L1
RPS27A,RLIM
RPS27A,REV1
RPS27A,RBL2
RPS27A,HUWE1
RPS27A,KAT2B
RPS27A,ASB1
RPS27A,VDAC1
RPS27A,EIF4H
RPS27A,EIF4A2
RPS27A,USP16
RPS27A,RPL21
RPS27A,RPS15A
RPS27A,GTF2H3
RPS27A,GAK
RPS27A,OCRL
RPS27A,HIST2H3A
RPS27A,HIST1H2BD
RPS27A,UBC
RPS27A,FAAP24
RPS27A,UBE2C
RPS27A,SKI
RPS27A,CSNK1A1
RPS27A,FCHO2
RPS27A,ARHGEF7
RPS27A,RPL14
RPS27A,ERCC2
RPS27A,ARPC2
RPS27A,UBE4A
RPS27A,IRAK1
RPS27A,XIAP
RPS27A,TADA2B
RPS27A,TRIM11
RPS27A,HIST1H2BJ
RPS27A,ETF1
IRAK4,HMGB1
IRAK4,PELI1
IRAK4,IRAK1
SPCS1,RPL14
SPCS1,RPL21
SPCS1,RPS15A
S1PR1,PIK3CA
S1PR1,PDGFB
S1PR1,YES1
S1PR1,VEGFA
PLXNA1,LIMK1
ARIH1,JAK1
GAK,M6PR
GAK,HSPA8
GAK,FTH1
GAK,ARPC2
GAK,LDLR
GAK,AP1G1
GAK,UBC
GAK,OCRL
TMED10,ARCN1
TMED10,GOLGA2
TMED10,TRAPPC2
TMED10,SURF4
PRKAR1A,RAPGEF4
PRKAR1A,CREB1
PRKAR1A,GNAS
TNRC6B,MAPK14
TNRC6B,KDM6B
TNRC6B,MYC
TNRC6B,TNRC6A
FCHO2,FNBP1L
FCHO2,ARPC2
FCHO2,UBC
GTF2H3,UBC
GTF2H3,ERCC2
VDAC1,CYCS
VDAC1,UBC
USP16,UBC
TNRC6A,MAPK14
TNRC6A,KDM6B
TNRC6A,E2F1
TNRC6A,MYC
SUGP1,HSPA8
SUGP1,HNRNPR
SUGP1,PTBP1
SUGP1,PLRG1
SUGP1,PRPF4
RPL21,EIF4H
RPL21,RPS15A
RPL21,EIF4A2
RPL21,RPL14
RPL21,ETF1
YES1,MAPK14
YES1,PIK3CA
YES1,ARHGEF7
YES1,PDGFB
YES1,ARHGAP35
UBC,UBOX5
UBC,HSPA8
UBC,EPS15L1
UBC,RLIM
UBC,REV1
UBC,RBL2
UBC,HUWE1
UBC,KAT2B
UBC,ASB1
UBC,TRIM11
UBC,HIST1H2BD
UBC,ARPC2
UBC,TADA2B
UBC,HIST1H2BJ
UBC,TRIM32
UBC,FAAP24
UBC,UBE2C
UBC,SKI
UBC,LDLR
UBC,CSNK1A1
UBC,ARHGEF7
UBC,ERCC2
UBC,UBE4A
UBC,IRAK1
UBC,XIAP
UBC,OCRL
UBC,HIST2H3A
TSC2,MYC
TSC2,MAPK14
TSC2,YWHAZ
TSC2,LAMTOR1
CD47,THBS1
CAV1,E2F1
UBOX5,HUWE1
UBOX5,UBE4A
UBOX5,TRIM11
UBOX5,ASB1
UBOX5,RLIM
THBS1,MMP2
THBS1,VEGFA
THBS1,PDGFB
IRAK1,PELI1
HDAC10,CHD4
HDAC10,HIST2H3A
HDAC10,KAT2B
HDAC10,HIST1H2BJ
HDAC10,HIST1H2BD
HDAC10,MORF4L1
MTMR3,PIP4K2A
LIMK1,PAK6
LIMK1,SSH2
LIMK1,CFL2
CRCP,POLR3F
GAPDH,MYC
F2RL1,PIK3CA
HMGB2,APEX1
HMGB2,HMGB1
RPL14,EIF4H
RPL14,RPS15A
RPL14,EIF4A2
RPL14,LAS1L
RPL14,ETF1
CSDE1,MYC
UBE2C,RLIM
UBE2C,HUWE1
UBE2C,TRIM11
UBE2C,HIST1H2BD
UBE2C,HIST1H2BJ
UBE2C,UBE4A
VPS53,M6PR
VPS53,GOLGA1
VPS53,VTI1A
RLIM,HUWE1
RLIM,TRIM32
RLIM,UBE4A
RLIM,TRIM11
RLIM,ASB1
CYCS,SDHA
CYCS,SUOX
CYCS,PPP1CA
CCND2,MYC
CCND2,RB1
CCND2,E2F1
CCND2,RBL1
CCND2,RBL2
CCND2,ERCC2
EIF4G2,EIF4A2
EIF4G2,PTBP1
PIK3CA,MYC
PIK3CA,OCRL
PIK3CA,YWHAZ
PIK3CA,UGCG
PIK3CA,CREB1
PIK3CA,PIP4K2A
PIK3CA,JAK1
PIK3CA,VEGFA
PIK3CA,PDGFB
FNBP1L,M6PR
FNBP1L,ARPC2
HIST2H3A,MAPK14
HIST2H3A,KDM6B
HIST2H3A,KAT2B
HIST2H3A,RB1
HIST2H3A,HIST1H2BD
HIST2H3A,TADA2B
HIST2H3A,HIST1H2BJ
HIST2H3A,CHD4
GOLGA1,VTI1A
RB1,MAPK14
RB1,RBL1
RB1,E2F1
RB1,MYC
RB1,HIST1H2BD
TRAPPC2,SEC16A
TRAPPC2,GOLGA2
CEP57,SEPT2
CEP57,CCP110
ARPC2,M6PR
ARPC2,HSPA8
E2F1,RBL2
E2F1,KAT2B
E2F1,RBL1
E2F1,MCL1
E2F1,MYC
SKI,MYC
BMPR2,PPP1CA
BMPR2,XIAP
TRA2B,PTBP1
TRA2B,HNRNPR
TRA2B,PLRG1
GOLGA2,ARCN1
SURF4,ARCN1
VEGFA,MMP2
VEGFA,PDGFB
VEGFA,CREB1
LAS1L,KANSL1
HUWE1,UBE4A
HUWE1,MYC
HUWE1,TRIM11
HUWE1,ASB1
MORF4L1,CHD4
MORF4L1,MORF4L2
CSNK1A1,YWHAZ
RBL1,RBL2
RBL1,MYC
TRIM32,TRIM11
POLR3F,NFIB
MRPL40,MRPS6
EIF4A2,EIF4H
EIF4A2,RPS15A
VTI1A,M6PR
CREB1,MAPK14
CREB1,AKR7A2
HNRNPR,HSPA8
HNRNPR,PTBP1
HNRNPR,PRPF4
HNRNPR,PLRG1
RAPGEF4,YWHAZ
FTH1,HSPA8
FTH1,MYC
FTH1,OCRL
SIKE1,MAVS
SIK1,STK11
SIK1,YWHAZ
KAT2B,MAPK14
KAT2B,HMGB1
KAT2B,MYC
KAT2B,TADA2B
KAT2B,HIST1H2BJ
KAT2B,HIST1H2BD
KAT2B,MEF2D
TCF3,MAPK14
TCF3,MEF2D
PAK6,LAMC1
PAK6,ARHGEF7
DNAJB6,HSPA8
LDLR,M6PR
LDLR,HSPA8
LDLR,OCRL
EIF4H,RPS15A
KDM6B,HIST1H2BD
KDM6B,HIST1H2BJ
UBE4A,ASB1
UBE4A,TRIM11
YWHAZ,MAPK14
YWHAZ,RAB10
BNIP2,MAPK14
AP1G1,M6PR
AP1G1,HSPA8
AP1G1,GNS
AP1G1,OCRL
UGCG,JAK1
PLRG1,HSPA8
PLRG1,PTBP1
PLRG1,PRPF4
GNS,M6PR
GNS,HSPA8
ELK4,MAPK14
JAK1,MAPK14
JAK1,MYC
HSPA8,M6PR
HSPA8,PRPF4
HSPA8,NUP35
HSPA8,GRPEL2
HSPA8,OCRL
HSPA8,DNAJC10
HSPA8,PTBP1
MEF2D,MAPK14
PIP4K2A,OCRL
STK11,MYC
RANGAP1,NUP35
ETF1,RPS15A
HIST1H2BJ,MAPK14
HIST1H2BJ,HIST1H2BD
HIST1H2BJ,TADA2B
HIST1H2BJ,CHD4
TADA2B,HIST1H2BD
CHD4,HIST1H2BD
PTBP1,PRPF4
M6PR,OCRL
MAPK14,HIST1H2BD
MAPK14,MYC
RPS15A,MRPS6
