source,target
CTNNB1,DVL2
CTNNB1,MMP2
CTNNB1,CDKN1B
CTNNB1,MDFIC
CTNNB1,LRP6
CTNNB1,GJA1
CTNNB1,FOS
CTNNB1,HIST2H2AC
CTNNB1,RHOA
HECTD1,HECTD2
HECTD1,RNF4
HECTD1,UBE2N
HECTD1,SOCS3
HECTD1,UBC
MFN2,UBC
RNF4,HECTD2
RNF4,UBE2N
RNF4,UBC
HIST1H2AC,SIRT1
HIST1H2AC,AGO2
HIST1H2AC,YY1
HIST1H2AC,CTCF
HIST1H2AC,RB1
HIST1H2AC,ACTB
HIST1H2AC,HIST2H2AC
HIST1H2AC,PHF21A
HIST1H2AC,UBC
FMR1,AGO2
NFYA,RB1
DICER1,AGO2
VANGL1,DVL2
CCT3,MKKS
CCT3,ACTB
CCT3,TUBA1C
ZKSCAN8,TRIM28
DVL2,UBC
DVL2,RHOA
DVL2,RAB5C
DVL2,LRP6
ARHGEF18,RHOA
GJA1,FOS
MMP2,RECK
MMP2,FOS
UBC,CDKN1B
UBC,LRP6
UBC,HECTD2
UBC,UBE2N
UBC,SOCS1
UBC,TBK1
UBC,SOCS3
UBC,HIST2H2AC
UBC,STAMBP
UBC,SKI
UBC,RHOA
UBC,RAB5C
UBC,BRAP
RNF20,UBE2N
CDC25C,RHOA
ARID1A,ACTB
CDKN1B,SIRT1
CDKN1B,AKT3
CDKN1B,RB1
CDKN1B,RHOA
CDKN1B,FOS
CDKN1B,CTCF
CDKN1B,TRIM28
PHF21A,HIST2H2AC
HECTD2,SOCS3
HECTD2,UBE2N
HECTD2,SOCS1
UBE2N,TICAM1
UBE2N,SOCS1
UBE2N,XRCC6
BCL2L11,SIRT1
BCL2L11,FOS
BCL2L11,BBC3
XRCC6,SIRT1
XRCC6,TBK1
SOCS1,SOCS3
AGO2,HIST2H2AC
TIAM1,RHOA
RB1,SIRT1
RB1,HIST2H2AC
ACTG1,ACTB
ACTG1,RHOA
DYNC1H1,TUBA1C
SKI,TRIM28
EVL,RHOA
RHOA,FOS
RHOA,ACTB
SIRT1,TRIM28
SIRT1,HIST2H2AC
ACTB,YY1
ACTB,TUBA1C
ACTB,HIST2H2AC
YY1,HIST2H2AC
TICAM1,TBK1
CTCF,HIST2H2AC
RAB5C,AP3B1
GATAD2B,HIST2H2AC
