source,target
SKI,SMAD2
SKI,SMAD1
SKI,SMAD3
SKI,SMAD4
SKI,SIN3A
SKI,MYC
GEMIN5,NUP62
RAB14,YWHAZ
RAB14,EXOC7
CDKN1B,SIRT1
CDKN1B,CUL4B
CDKN1B,MYC
CDKN1B,SMAD3
CDKN1B,CDK2
CDKN1B,AKT1
CDKN1B,YWHAZ
CDKN1B,RHOA
CDKN1B,SMAD4
CDKN1B,CTNNB1
CDKN1B,FOS
CDKN1B,CCND2
CDKN1B,CDK4
CUX1,PIK3CA
DNAJB1,SIRT1
DNAJB1,GRPEL1
MYO10,RAC1
MYO10,NCKAP1
GRPEL1,DNAJC19
GRPEL1,CS
CS,TIMM13
CS,MUT
CS,TIMM8A
CS,TOMM20
CS,DNAJC19
SPCS1,RPS20
SPCS1,RPL39
SPCS1,TRAM1
DDX10,GNL3L
MRPS34,MRPS27
MRPS34,MRPL16
MRPS34,MRPL18
ITGB5,CD36
ITGB5,SMAD3
ITGB5,SMAD4
ITGB5,COL4A2
ITGB5,CYR61
ITGB5,SP1
ALDH3A2,ADH5
RRAGA,RHEB
RRAGA,AKT1
RRAGA,RPTOR
STK24,CAB39
STK24,PDCD10
ADH5,ALDH1A2
ADH5,RETSAT
ADH5,ALDH9A1
EIF3C,EIF3E
EIF3C,EIF3J
EIF3C,EIF3F
EIF3C,EIF3A
EIF3C,RPS20
EIF3C,RPL39
NR1H3,CPT1A
NR1H3,ACOX1
NR1H3,SP1
UBE2H,BTBD1
UBE2H,ASB6
UBE2H,FBXW7
UBE2H,RNF123
UBE2H,SOCS1
UBE2H,UBA3
UBE2H,TRIM32
UBE2H,UBR4
UBE2H,KLHL5
UBE2H,UBE2G1
UBE2H,LTN1
CDK5RAP3,UFL1
LTN1,BTBD1
LTN1,ASB6
LTN1,FBXW7
LTN1,RNF123
LTN1,UBA3
LTN1,UFL1
LTN1,UBR4
LTN1,KLHL5
LTN1,UBE2G1
SOCS3,MAPK14
SOCS3,BTBD1
SOCS3,ASB6
SOCS3,FBXW7
SOCS3,SOCS1
RBM22,SRSF1
RBM22,SRSF2
RBM22,EEF2
RBM22,HNRNPA3
RBM22,POLR2C
RBM22,BUD31
RBM22,CTNNBL1
RBM22,FIP1L1
RBM22,PAPOLA
GNA13,GNB4
GNA13,PIK3CA
GNA13,CTNNA1
GNA13,CTNNB1
GNA13,RAC1
GNA13,RHOA
CCND2,CDK4
CCND2,MYC
CCND2,CCNT2
CCND2,CDK2
CCND2,CTNNB1
CCND2,SP1
ADAMTS4,THBS1
BRPF3,AKT1
SRSF2,PAPOLA
SRSF2,POLR2C
SRSF2,BUD31
SRSF2,SRSF1
SRSF2,NUP62
SRSF2,FIP1L1
SRSF2,HNRNPA3
SRSF2,CTNNBL1
SRSF2,CHTOP
CD3EAP,TTF1
SAP30L,SIN3A
SAP30L,TTF1
PAPOLA,SRSF1
PAPOLA,POLR2C
PAPOLA,HNRNPA3
PAPOLA,CTNNBL1
PAPOLA,FIP1L1
CPD,TBC1D8B
CPD,AP1G1
CPD,PICALM
CPD,TPD52
CPD,IGF2R
CPD,RAB5C
GNB4,MAPK13
GNB4,MAPK14
GNB4,RHOA
GNB4,GNAS
GNB4,AKT1
GNB4,PIK3CA
POLE4,POLR2C
POLE4,MSH2
POLE4,MSH6
POLE4,CDK2
POLE4,RAD23B
RNF123,BTBD1
RNF123,ASB6
RNF123,FBXW7
RNF123,UBA3
RNF123,SOCS1
RNF123,KLHL5
AKR7A2,FOS
GLIPR1,CHD9
UBR4,BTBD1
UBR4,ASB6
UBR4,FBXW7
UBR4,UBA3
UBR4,UBE2G1
CHD9,CPT1A
CHD9,CD36
CHD9,SIN3A
CHD9,CYP1A1
CHD9,TXNRD1
SRSF1,POLR2C
SRSF1,BUD31
SRSF1,CHTOP
SRSF1,HNRNPA3
SRSF1,CTNNBL1
SRSF1,NUP62
SRSF1,FIP1L1
SMAD1,SMAD2
SMAD1,SMAD4
SMAD1,SMAD3
YWHAZ,ITGB4
YWHAZ,MAPK14
YWHAZ,CSNK1G2
YWHAZ,PIK3CA
YWHAZ,AKT1
YWHAZ,RPTOR
YWHAZ,CSNK1A1
YWHAZ,PPP2R2A
YWHAZ,XPO1
YWHAZ,CTNNB1
UBQLN2,CLTC
UBQLN2,RAD23B
UBQLN2,PICALM
KLHL5,ASB6
KLHL5,FBXW7
KLHL5,UBA3
KLHL5,UFL1
KLHL5,UBE2G1
RPTOR,RHEB
RPTOR,PIK3CA
RPTOR,AKT1
RPTOR,RICTOR
CXCL8,S1PR1
CXCL8,FOS
CXCL8,CTNNB1
CXCL8,H2AFY
PSME3,CDK2
PSME3,PLK1
PSME3,CSNK1A1
PSME3,PSME4
TCF12,MAPK14
