source,target
GEMIN4,SNRPD3
GEMIN4,PHAX
GEMIN4,SNRPD1
GEMIN4,NUP43
HNRNPUL1,GPKOW
HNRNPUL1,SNRPD3
HNRNPUL1,PAPOLA
HNRNPUL1,EIF4A3
HNRNPUL1,CPSF2
HNRNPUL1,SF3B3
PAPOLA,GPKOW
PAPOLA,SNRPD3
PAPOLA,SNRPD1
PAPOLA,CSTF1
PAPOLA,EIF4A3
PAPOLA,CPSF2
PAPOLA,DNAJC8
PAPOLA,SF3B3
DNAJC8,GPKOW
DNAJC8,SNRPD3
DNAJC8,CSTF1
DNAJC8,SNRPD1
DNAJC8,CPSF2
DNAJC8,EIF4A3
DNAJC8,SF3B3
SNRPD1,GPKOW
SNRPD1,SNRPD3
SNRPD1,CSTF1
SNRPD1,EIF4A3
SNRPD1,PHAX
SNRPD1,CPSF2
SNRPD1,NUP43
SNRPD1,SF3B3
SF3B3,GPKOW
SF3B3,SNRPD3
SF3B3,CSTF1
SF3B3,EIF4A3
SF3B3,CPSF2
NUP43,SNRPD3
NUP43,EIF4A3
NUP43,PHAX
NUP43,CPSF2
RPRD2,PHAX
CPSF2,GPKOW
CPSF2,SNRPD3
CPSF2,CSTF1
CPSF2,EIF4A3
SNRPD3,CSTF1
SNRPD3,PHAX
SNRPD3,EIF4A3
CSTF1,GPKOW
CSTF1,EIF4A3
EIF4A3,GPKOW
