miRNA;Target
hsa-miR-26a-1-3p;SHISA6
hsa-miR-26a-1-3p;STX7
hsa-miR-26a-1-3p;LRPPRC
hsa-miR-26a-1-3p;CYTIP
hsa-miR-26a-1-3p;IYD
hsa-miR-26a-1-3p;UTRN
hsa-miR-26a-1-3p;ZNF695
hsa-miR-26a-1-3p;USP42
hsa-miR-26a-1-3p;ATP5S
hsa-miR-26a-1-3p;LRPPRC
hsa-miR-26a-1-3p;INTS2
hsa-miR-26a-1-3p;MCOLN2
hsa-miR-26a-1-3p;ATP5S
hsa-miR-26a-1-3p;LRPPRC
hsa-miR-26a-1-3p;ABHD2
hsa-miR-26a-1-3p;ABHD2
hsa-miR-125b-1-3p;PRNP
hsa-miR-125b-1-3p;S1PR1
hsa-miR-125b-1-3p;TACSTD2
hsa-miR-125b-1-3p;NR3C1
hsa-miR-125b-1-3p;SOD2
hsa-miR-125b-1-3p;ZNF682
hsa-miR-125b-1-3p;WDR12
hsa-miR-125b-1-3p;CDNF
hsa-miR-125b-1-3p;BMPR2
hsa-miR-125b-1-3p;COX20
hsa-miR-125b-1-3p;IGF1R
hsa-miR-125b-1-3p;ART4
hsa-miR-125b-1-3p;SGPL1
hsa-miR-125b-1-3p;ART4
hsa-miR-125b-1-3p;IGF1R
hsa-miR-125b-1-3p;ZNF682
hsa-miR-125b-1-3p;BMPR2
hsa-miR-125b-1-3p;ZNF682
hsa-miR-125b-1-3p;COX20
hsa-miR-125b-1-3p;BMPR2
hsa-miR-125b-1-3p;CDNF
hsa-miR-125b-1-3p;WDR12
hsa-miR-125b-1-3p;ZNF682
hsa-miR-125b-1-3p;PRNP
hsa-miR-125b-1-3p;SOD2
hsa-miR-125b-1-3p;PRNP
hsa-miR-125b-1-3p;PRNP
hsa-miR-125b-1-3p;NR3C1
hsa-miR-133a-3p;RHOA
hsa-miR-133a-3p;CDC42
hsa-miR-133a-3p;ERG
hsa-miR-133a-3p;HCN4
hsa-miR-133a-3p;UCP2
hsa-miR-133a-3p;KRT7
hsa-miR-133a-3p;PNP
hsa-miR-133a-3p;CACNA1C
hsa-miR-133a-3p;HCN2
hsa-miR-133a-3p;PKM
hsa-miR-133a-3p;CASP9
hsa-miR-133a-3p;KCNQ1
hsa-miR-133a-3p;FSCN1
hsa-miR-133a-3p;KCNH2
hsa-miR-133a-3p;TAGLN2
hsa-miR-133a-3p;LASP1
hsa-miR-133a-3p;MSN
hsa-miR-133a-3p;EGFR
hsa-miR-133a-3p;VKORC1
hsa-miR-133a-3p;PRDM16
hsa-miR-133a-3p;TPM1
hsa-miR-133a-3p;FBN1
hsa-miR-133a-3p;FAM120C
hsa-miR-133a-3p;BCAN
hsa-miR-133a-3p;TCTEX1D2
hsa-miR-133a-3p;ARL6IP1
hsa-miR-133a-3p;RFT1
hsa-miR-133a-3p;SENP1
hsa-miR-133a-3p;SMIM14
hsa-miR-133a-3p;PRELID1
hsa-miR-133a-3p;CNN2
hsa-miR-133a-3p;ARPC5
hsa-miR-133a-3p;FTL
hsa-miR-133a-3p;CERS2
hsa-miR-133a-3p;SEC61B
hsa-miR-133a-3p;PLEKHA3
hsa-miR-133a-3p;EGFL7
hsa-miR-133a-3p;VEGFA
hsa-miR-133a-3p;PIK3R2
hsa-miR-133a-3p;RGS3
hsa-miR-133a-3p;COL1A1
hsa-miR-133a-3p;GSTP1
hsa-miR-133a-3p;SP1
hsa-miR-133a-3p;KLF15
hsa-miR-133a-3p;NR4A2
hsa-miR-133a-3p;BCL2L1
hsa-miR-133a-3p;MCL1
hsa-miR-133a-3p;RFFL
hsa-miR-133a-3p;IGF1R
hsa-miR-133a-3p;FAM160B1
hsa-miR-133a-3p;UBA2
hsa-miR-133a-3p;MMP14
hsa-miR-133a-3p;ANXA2
hsa-miR-133a-3p;SNX30
hsa-miR-133a-3p;SGMS2
hsa-miR-133a-3p;PDLIM5
hsa-miR-133a-3p;PACS2
hsa-miR-133a-3p;BCL3
hsa-miR-133a-3p;SESN2
hsa-miR-133a-3p;EFHD2
hsa-miR-133a-3p;EMID1
hsa-miR-133a-3p;PRRT2
hsa-miR-133a-3p;CDKN1A
hsa-miR-133a-3p;MC2R
hsa-miR-133a-3p;SESN3
hsa-miR-133a-3p;RHOQ
hsa-miR-133a-3p;HIST2H2AC
hsa-miR-133a-3p;DCAKD
hsa-miR-133a-3p;THBS2
hsa-miR-133a-3p;ZBTB37
hsa-miR-133a-3p;SNX33
hsa-miR-133a-3p;RNF103-CHMP3
hsa-miR-133a-3p;MYPN
hsa-miR-133a-3p;CHMP3
hsa-miR-133a-3p;IBA57
hsa-miR-133a-3p;PSMG1
hsa-miR-133a-3p;UGT2B10
hsa-miR-133a-3p;SYAP1
hsa-miR-133a-3p;CDK5R1
hsa-miR-133a-3p;ATP13A3
hsa-miR-133a-3p;ZFP28
hsa-miR-133a-3p;SUPT16H
hsa-miR-133a-3p;PTMA
hsa-miR-133a-3p;C11orf24
hsa-miR-133a-3p;NCDN
hsa-miR-133a-3p;CCDC39
hsa-miR-133a-3p;ITPKB
hsa-miR-133a-3p;TMEM59
hsa-miR-133a-3p;CCNI
hsa-miR-133a-3p;ALDOC
hsa-miR-133a-3p;TXNRD3NB
hsa-miR-133a-3p;PDE1A
hsa-miR-133a-3p;RBMXL1
hsa-miR-133a-3p;RNF168
hsa-miR-133a-3p;C17orf64
hsa-miR-133a-3p;ZMAT4
hsa-miR-133a-3p;TRIM71
hsa-miR-133a-3p;IP6K1
hsa-miR-133a-3p;FOSL2
hsa-miR-133a-3p;MLEC
hsa-miR-133a-3p;PLEKHG2
hsa-miR-133a-3p;PSMC4
hsa-miR-133a-3p;SERPINH1
hsa-miR-133a-3p;PER2
hsa-miR-133a-3p;C4orf29
hsa-miR-133a-3p;ANGPT4
hsa-miR-133a-3p;PIGR
hsa-miR-133a-3p;SFTPB
hsa-miR-133a-3p;APOL6
hsa-miR-133a-3p;CMTM4
hsa-miR-133a-3p;NFAM1
hsa-miR-133a-3p;IGF1
hsa-miR-133a-3p;ZEB1
hsa-miR-133a-3p;NFAM1
hsa-miR-133a-3p;ANGPT4
hsa-miR-133a-3p;CMTM4
hsa-miR-133a-3p;ANGPT4
hsa-miR-133a-3p;APOL6
hsa-miR-133a-3p;SFTPB
hsa-miR-133a-3p;PIGR
hsa-miR-133a-3p;ANGPT4
hsa-miR-133a-3p;ANGPT4
hsa-miR-133a-3p;FAM160B1
hsa-miR-133a-3p;FAM160B1
hsa-miR-133a-3p;C4orf29
hsa-miR-133a-3p;PER2
hsa-miR-133a-3p;SERPINH1
hsa-miR-133a-3p;PSMC4
hsa-miR-133a-3p;PLEKHG2
hsa-miR-133a-3p;MLEC
hsa-miR-133a-3p;NCDN
hsa-miR-133a-3p;FOSL2
hsa-miR-133a-3p;FOSL2
hsa-miR-133a-3p;NCDN
hsa-miR-133a-3p;ZMAT4
hsa-miR-133a-3p;PDE1A
hsa-miR-133a-3p;IP6K1
hsa-miR-133a-3p;TRIM71
hsa-miR-133a-3p;ZMAT4
hsa-miR-133a-3p;C17orf64
hsa-miR-133a-3p;ITPKB
hsa-miR-133a-3p;ITPKB
hsa-miR-133a-3p;RNF168
hsa-miR-133a-3p;RBMXL1
hsa-miR-133a-3p;PDE1A
hsa-miR-133a-3p;TXNRD3NB
hsa-miR-133a-3p;ALDOC
hsa-miR-133a-3p;PRR29
hsa-miR-133a-3p;PRR29
hsa-miR-133a-3p;CCDC39
hsa-miR-133a-3p;CCNI
hsa-miR-133a-3p;CCDC39
hsa-miR-133a-3p;CCDC39
hsa-miR-133a-3p;TMEM59
hsa-miR-133a-3p;CCDC39
hsa-miR-133a-3p;CCDC39
hsa-miR-133a-3p;CCDC39
hsa-miR-133a-3p;ITPKB
hsa-miR-133a-3p;ITPKB
hsa-miR-133a-3p;CCDC39
hsa-miR-133a-3p;CCDC39
hsa-miR-133a-3p;CCDC39
hsa-miR-133a-3p;CCDC39
hsa-miR-133a-3p;NCDN
hsa-miR-133a-3p;SUPT16H
hsa-miR-133a-3p;SUPT16H
hsa-miR-133a-3p;SUPT16H
hsa-miR-133a-3p;SUPT16H
hsa-miR-133a-3p;C11orf24
hsa-miR-133a-3p;PTMA
hsa-miR-133a-3p;SUPT16H
hsa-miR-133a-3p;SUPT16H
hsa-miR-133a-3p;ZFP28
hsa-miR-133a-3p;ZFP28
hsa-miR-133a-3p;ATP13A3
hsa-miR-133a-3p;ATP13A3
hsa-miR-133a-3p;CDK5R1
hsa-miR-133a-3p;SYAP1
hsa-miR-133a-3p;UGT2B10
hsa-miR-133a-3p;PSMG1
hsa-miR-133a-3p;IBA57
hsa-miR-133a-3p;CHMP3
hsa-miR-133a-3p;RNF103-CHMP3
hsa-miR-133a-3p;CDKN1A
hsa-miR-133a-3p;CHMP3
hsa-miR-133a-3p;MYPN
hsa-miR-133a-3p;MYPN
hsa-miR-133a-3p;RHOQ
hsa-miR-133a-3p;RNF103-CHMP3
hsa-miR-133a-3p;SNX33
hsa-miR-133a-3p;ZBTB37
hsa-miR-133a-3p;THBS2
hsa-miR-133a-3p;DCAKD
hsa-miR-133a-3p;DCAKD
hsa-miR-133a-3p;HIST2H2AC
hsa-miR-133a-3p;RHOQ
hsa-miR-133a-3p;SESN3
hsa-miR-133a-3p;MC2R
hsa-miR-133a-3p;CDKN1A
hsa-miR-133a-3p;PRRT2
hsa-miR-133a-3p;EMID1
hsa-miR-133a-3p;EMID1
hsa-miR-133a-3p;CNN2
hsa-miR-133a-3p;CNN2
hsa-miR-133a-3p;EFHD2
hsa-miR-133a-3p;SESN2
hsa-miR-133a-3p;BCL3
hsa-miR-133a-3p;PACS2
hsa-miR-133a-3p;ADGRL3
hsa-miR-133a-3p;ADGRL3
hsa-miR-30a-3p;CDK6
hsa-miR-30a-3p;SLC7A6
hsa-miR-30a-3p;TMEM2
hsa-miR-30a-3p;THBS1
hsa-miR-30a-3p;CYR61
hsa-miR-30a-3p;TUBA1A
hsa-miR-30a-3p;Fmr1
hsa-miR-30a-3p;VEZT
hsa-miR-30a-3p;KRT7
hsa-miR-30a-3p;WDR82
hsa-miR-30a-3p;KIAA1671
hsa-miR-30a-3p;ZNF418
hsa-miR-30a-3p;LRRC42
hsa-miR-30a-3p;RSRC1
hsa-miR-30a-3p;MEF2A
hsa-miR-30a-3p;SF3B3
hsa-miR-30a-3p;NUP98
hsa-miR-30a-3p;RPL27A
hsa-miR-30a-3p;THOC5
hsa-miR-30a-3p;TNFRSF10D
hsa-miR-30a-3p;NAP1L1
hsa-miR-30a-3p;SGSH
hsa-miR-30a-3p;AGGF1
hsa-miR-30a-3p;YWHAE
hsa-miR-30a-3p;C1QBP
hsa-miR-30a-3p;EXOSC2
hsa-miR-30a-3p;EP300
hsa-miR-30a-3p;CLSTN1
hsa-miR-30a-3p;PAIP2
hsa-miR-30a-3p;FBLN1
hsa-miR-30a-3p;SCP2
hsa-miR-30a-3p;MORC3
hsa-miR-30a-3p;MTHFD2
hsa-miR-30a-3p;NUPL2
hsa-miR-30a-3p;MYC
hsa-miR-30a-3p;ADORA2B
hsa-miR-30a-3p;KMT2A
hsa-miR-30a-3p;KPNA2
hsa-miR-30a-3p;NUFIP2
hsa-miR-30a-3p;LMNB1
hsa-miR-30a-3p;FZD6
hsa-miR-30a-3p;C5ORF51
hsa-miR-30a-3p;ZFP36L1
hsa-miR-30a-3p;ATF3
hsa-miR-30a-3p;MECP2
hsa-miR-30a-3p;FBXO40
hsa-miR-30a-3p;RAB31
hsa-miR-30a-3p;AGTRAP
hsa-miR-30a-3p;EPB41L4B
hsa-miR-30a-3p;ALDH9A1
hsa-miR-30a-3p;TACR3
hsa-miR-30a-3p;YWHAG
hsa-miR-30a-3p;UBXN2B
hsa-miR-30a-3p;SUPT16H
hsa-miR-30a-3p;STAU1
hsa-miR-30a-3p;SLC16A1
hsa-miR-30a-3p;SUMO1
hsa-miR-30a-3p;SELT
hsa-miR-30a-3p;NIN
hsa-miR-30a-3p;GNAL
hsa-miR-30a-3p;EOGT
hsa-miR-30a-3p;EIF1
hsa-miR-30a-3p;CCDC86
hsa-miR-30a-3p;ARPP19
hsa-miR-30a-3p;HLA-B
hsa-miR-30a-3p;MDM4
hsa-miR-30a-3p;CDKN1B
hsa-miR-30a-3p;SRSF2
hsa-miR-30a-3p;RTP4
hsa-miR-30a-3p;STMN1
hsa-miR-30a-3p;GOLIM4
hsa-miR-30a-3p;ATP6V0E2
hsa-miR-30a-3p;CCDC25
hsa-miR-30a-3p;AKAP17A
hsa-miR-30a-3p;HSD17B12
hsa-miR-30a-3p;TPR
hsa-miR-30a-3p;KIAA1462
hsa-miR-30a-3p;CRK
hsa-miR-30a-3p;CAMSAP1
hsa-miR-30a-3p;VPS37A
hsa-miR-30a-3p;NPTN
hsa-miR-30a-3p;IER3IP1
hsa-miR-30a-3p;FAM107B
hsa-miR-30a-3p;GLO1
hsa-miR-30a-3p;ZFHX3
hsa-miR-30a-3p;TUBB2A
hsa-miR-30a-3p;KRAS
hsa-miR-30a-3p;NBPF12
hsa-miR-30a-3p;NBPF1
hsa-miR-30a-3p;NBPF15
hsa-miR-30a-3p;SMCR8
hsa-miR-30a-3p;NBPF11
hsa-miR-30a-3p;NBPF14
hsa-miR-30a-3p;NBPF10
hsa-miR-30a-3p;NCMAP
hsa-miR-30a-3p;VAV3
hsa-miR-30a-3p;ENTPD4
hsa-miR-30a-3p;NBPF3
hsa-miR-30a-3p;FAM104A
hsa-miR-30a-3p;C12orf73
hsa-miR-30a-3p;MMAB
hsa-miR-30a-3p;RAB3IP
hsa-miR-30a-3p;PCSK2
hsa-miR-30a-3p;PDE11A
hsa-miR-30a-3p;COX17
hsa-miR-30a-3p;EMC3
hsa-miR-30a-3p;NR2F6
hsa-miR-30a-3p;LSM14A
hsa-miR-30a-3p;KCNN3
hsa-miR-30a-3p;GATAD2B
hsa-miR-30a-3p;FOXP1
hsa-miR-30a-3p;LUC7L2
hsa-miR-30a-3p;DSTYK
hsa-miR-30a-3p;C7orf55-LUC7L2
hsa-miR-30a-3p;ZNF134
hsa-miR-30a-3p;C6
hsa-miR-30a-3p;ENTPD5
hsa-miR-30a-3p;HSPA6
hsa-miR-30a-3p;HS3ST1
hsa-miR-30a-3p;SH3TC2
hsa-miR-30a-3p;DNAJC30
hsa-miR-30a-3p;TIAL1
hsa-miR-30a-3p;GALNT10
hsa-miR-30a-3p;SH3PXD2A
hsa-miR-30a-3p;RNF217
hsa-miR-30a-3p;ETV6
hsa-miR-30a-3p;WNT4
hsa-miR-30a-3p;CAMK4
hsa-miR-30a-3p;BAMBI
hsa-miR-30a-3p;VWC2L
hsa-miR-30a-3p;FAM126B
hsa-miR-30a-3p;ATP8B3
hsa-miR-30a-3p;SULT1C4
hsa-miR-30a-3p;COLEC12
hsa-miR-30a-3p;HYPK
hsa-miR-30a-3p;RSL1D1
hsa-miR-30a-3p;KRTAP5-9
hsa-miR-30a-3p;NUCB1
hsa-miR-30a-3p;RPH3AL
hsa-miR-30a-3p;SLC1A2
hsa-miR-30a-3p;MAATS1
hsa-miR-30a-3p;TMEM242
hsa-miR-30a-3p;SYT2
hsa-miR-30a-3p;SOS2
hsa-miR-30a-3p;RASGRP3
hsa-miR-30a-3p;OLFML2A
hsa-miR-30a-3p;KIAA1324L
hsa-miR-30a-3p;HBEGF
hsa-miR-30a-3p;GPRC5A
hsa-miR-30a-3p;DGKH
hsa-miR-30a-3p;CACNA1E
hsa-miR-30a-3p;BTD
hsa-miR-30a-3p;ZNF587B
hsa-miR-30a-3p;RBMS2
hsa-miR-30a-3p;DYRK1A
hsa-miR-30a-3p;PNPLA3
hsa-miR-30a-3p;ARL2BP
hsa-miR-30a-3p;PPP1R2
hsa-miR-30a-3p;ITGA5
hsa-miR-30a-3p;ARL6IP1
hsa-miR-30a-3p;YTHDC1
hsa-miR-30a-3p;ENPP5
hsa-miR-30a-3p;YWHAH
hsa-miR-30a-3p;KCTD6
hsa-miR-30a-3p;EPGN
hsa-miR-30a-3p;COPS8
hsa-miR-30a-3p;TMEM184C
hsa-miR-30a-3p;MAML1
hsa-miR-30a-3p;STARD8
hsa-miR-30a-3p;CDK13
hsa-miR-30a-3p;LY6K
hsa-miR-30a-3p;GABRA2
hsa-miR-30a-3p;FXN
hsa-miR-30a-3p;TFAP2B
hsa-miR-30a-3p;PYROXD1
hsa-miR-30a-3p;HNRNPU
hsa-miR-30a-3p;XBP1
hsa-miR-30a-3p;HNRNPU
hsa-miR-30a-3p;ZFP36L1
hsa-miR-30a-3p;PYROXD1
hsa-miR-30a-3p;NR2F6
hsa-miR-30a-3p;YTHDC1
hsa-miR-30a-3p;TFAP2B
hsa-miR-30a-3p;FXN
hsa-miR-30a-3p;GABRA2
hsa-miR-30a-3p;LY6K
hsa-miR-30a-3p;NUFIP2
hsa-miR-30a-3p;CDK13
hsa-miR-30a-3p;STARD8
hsa-miR-30a-3p;NR2F6
hsa-miR-30a-3p;MAML1
hsa-miR-30a-3p;TMEM184C
hsa-miR-30a-3p;YTHDC1
hsa-miR-30a-3p;COPS8
hsa-miR-30a-3p;EPGN
hsa-miR-30a-3p;KCTD6
hsa-miR-30a-3p;YWHAH
hsa-miR-30a-3p;ENPP5
hsa-miR-30a-3p;KCNN3
hsa-miR-30a-3p;NUFIP2
hsa-miR-30a-3p;HBEGF
hsa-miR-30a-3p;YTHDC1
hsa-miR-30a-3p;C7orf55-LUC7L2
hsa-miR-30a-3p;LUC7L2
hsa-miR-30a-3p;GNAL
hsa-miR-30a-3p;MYC
hsa-miR-30a-3p;VAV3
hsa-miR-30a-3p;ARL6IP1
hsa-miR-30a-3p;BAMBI
hsa-miR-30a-3p;FZD6
hsa-miR-30a-3p;ITGA5
hsa-miR-30a-3p;KMT2A
hsa-miR-30a-3p;PPP1R2
hsa-miR-30a-3p;ARL2BP
hsa-miR-30a-3p;PNPLA3
hsa-miR-30a-3p;VAV3
hsa-miR-30a-3p;NUFIP2
hsa-miR-30a-3p;MMAB
hsa-miR-30a-3p;TIAL1
hsa-miR-30a-3p;NUFIP2
hsa-miR-30a-3p;NUFIP2
hsa-miR-30a-3p;TIAL1
hsa-miR-30a-3p;FOXP1
hsa-miR-30a-3p;MMAB
hsa-miR-30a-3p;NUFIP2
hsa-miR-30a-3p;TIAL1
hsa-miR-30a-3p;MMAB
hsa-miR-30a-3p;NUFIP2
hsa-miR-30a-3p;TIAL1
hsa-miR-30a-3p;NUFIP2
hsa-miR-30a-3p;TIAL1
hsa-miR-30a-3p;NUFIP2
hsa-miR-30a-3p;MMAB
hsa-miR-30a-3p;C7orf55-LUC7L2
hsa-miR-30a-3p;CAMK4
hsa-miR-30a-3p;DSTYK
hsa-miR-30a-3p;DYRK1A
hsa-miR-30a-3p;HYPK
hsa-miR-30a-3p;KCNN3
hsa-miR-30a-3p;KIAA1324L
hsa-miR-30a-3p;LUC7L2
hsa-miR-30a-3p;NR2F6
hsa-miR-30a-3p;NUFIP2
hsa-miR-30a-3p;PDE11A
hsa-miR-30a-3p;RBMS2
hsa-miR-30a-3p;TIAL1
hsa-miR-30a-3p;WNT4
hsa-miR-30a-3p;FOXP1
hsa-miR-30a-3p;ZNF134
hsa-miR-30a-3p;RASGRP3
hsa-miR-30a-3p;ZNF587B
hsa-miR-30a-3p;RAB3IP
hsa-miR-30a-3p;BTD
hsa-miR-30a-3p;CACNA1E
hsa-miR-30a-3p;CAMK4
hsa-miR-30a-3p;DGKH
hsa-miR-30a-3p;DSTYK
hsa-miR-30a-3p;ENTPD5
hsa-miR-30a-3p;FOXP1
hsa-miR-30a-3p;GALNT10
hsa-miR-30a-3p;GPRC5A
hsa-miR-30a-3p;HBEGF
hsa-miR-30a-3p;KCNN3
hsa-miR-30a-3p;KIAA1324L
hsa-miR-30a-3p;MMAB
hsa-miR-30a-3p;OLFML2A
hsa-miR-30a-3p;PDE11A
hsa-miR-30a-3p;RAB3IP
hsa-miR-30a-3p;RASGRP3
hsa-miR-30a-3p;SH3PXD2A
hsa-miR-30a-3p;SOS2
hsa-miR-30a-3p;SYT2
hsa-miR-30a-3p;TIAL1
hsa-miR-30a-3p;TMEM242
hsa-miR-30a-3p;WNT4
hsa-miR-30a-3p;MAATS1
hsa-miR-30a-3p;SLC1A2
hsa-miR-30a-3p;ADGRF5
hsa-miR-30a-3p;HSPA6
hsa-miR-30a-3p;RPH3AL
hsa-miR-30a-3p;NUCB1
hsa-miR-30a-3p;KRTAP5-9
hsa-miR-30a-3p;RSL1D1
hsa-miR-30a-3p;DSTYK
hsa-miR-30a-3p;KCNN3
hsa-miR-30a-3p;NUFIP2
hsa-miR-30a-3p;RAB3IP
hsa-miR-30a-3p;COX17
hsa-miR-30a-3p;NR2F6
hsa-miR-30a-3p;HSPA6
hsa-miR-30a-3p;FOXP1
hsa-miR-30a-3p;C7orf55-LUC7L2
hsa-miR-30a-3p;PCSK2
hsa-miR-30a-3p;ZNF134
hsa-miR-30a-3p;HYPK
hsa-miR-30a-3p;LUC7L2
hsa-miR-30a-3p;MMAB
hsa-miR-30a-3p;C7orf55-LUC7L2
hsa-miR-30a-3p;COLEC12
hsa-miR-30a-3p;DSTYK
hsa-miR-30a-3p;FOXP1
hsa-miR-30a-3p;LUC7L2
hsa-miR-30a-3p;COX17
hsa-miR-30a-3p;C6
hsa-miR-30a-3p;PCSK2
hsa-miR-30a-3p;ZNF134
hsa-miR-30a-3p;RAB3IP
hsa-miR-30a-3p;MMAB
hsa-miR-30a-3p;FOXP1
hsa-miR-30a-3p;MMAB
hsa-miR-30a-3p;NR2F6
hsa-miR-30a-3p;RAB3IP
hsa-miR-30a-3p;TIAL1
hsa-miR-30a-3p;SULT1C4
hsa-miR-30a-3p;COX17
hsa-miR-30a-3p;PDE11A
hsa-miR-30a-3p;HSPA6
hsa-miR-30a-3p;PCSK2
hsa-miR-30a-3p;DNAJC30
hsa-miR-30a-3p;ATP8B3
hsa-miR-30a-3p;ETV6
hsa-miR-30a-3p;FAM126B
hsa-miR-30a-3p;GATAD2B
hsa-miR-30a-3p;KCNN3
hsa-miR-30a-3p;MMAB
hsa-miR-30a-3p;NUFIP2
hsa-miR-30a-3p;PDE11A
hsa-miR-30a-3p;RAB3IP
hsa-miR-30a-3p;COX17
hsa-miR-30a-3p;FOXP1
hsa-miR-30a-3p;C7orf55-LUC7L2
hsa-miR-30a-3p;DSTYK
hsa-miR-30a-3p;VWC2L
hsa-miR-30a-3p;LUC7L2
hsa-miR-30a-3p;MMAB
hsa-miR-30a-3p;NUFIP2
hsa-miR-30a-3p;TIAL1
hsa-miR-30a-3p;MMAB
hsa-miR-30a-3p;NUFIP2
hsa-miR-30a-3p;KCNN3
hsa-miR-30a-3p;DSTYK
hsa-miR-30a-3p;KCNN3
hsa-miR-30a-3p;NUFIP2
hsa-miR-30a-3p;HS3ST1
hsa-miR-30a-3p;PDE11A
hsa-miR-30a-3p;FOXP1
hsa-miR-30a-3p;MMAB
hsa-miR-30a-3p;NUFIP2
hsa-miR-30a-3p;MMAB
hsa-miR-30a-3p;BAMBI
hsa-miR-30a-3p;MMAB
hsa-miR-30a-3p;CAMK4
hsa-miR-30a-3p;EMC3
hsa-miR-30a-3p;ETV6
hsa-miR-30a-3p;FOXP1
hsa-miR-30a-3p;KCNN3
hsa-miR-30a-3p;NR2F6
hsa-miR-30a-3p;NUFIP2
hsa-miR-30a-3p;PDE11A
hsa-miR-30a-3p;RAB3IP
hsa-miR-30a-3p;RNF217
hsa-miR-30a-3p;TIAL1
hsa-miR-30a-3p;WNT4
hsa-miR-30a-3p;COX17
hsa-miR-30a-3p;PCSK2
hsa-miR-30a-3p;MMAB
hsa-miR-30a-3p;C7orf55-LUC7L2
hsa-miR-30a-3p;ETV6
hsa-miR-30a-3p;FOXP1
hsa-miR-30a-3p;KCNN3
hsa-miR-30a-3p;LSM14A
hsa-miR-30a-3p;LUC7L2
hsa-miR-30a-3p;PDE11A
hsa-miR-30a-3p;RNF217
hsa-miR-30a-3p;SH3PXD2A
hsa-miR-30a-3p;EMC3
hsa-miR-30a-3p;GALNT10
hsa-miR-30a-3p;HSPA6
hsa-miR-30a-3p;ENTPD5
hsa-miR-30a-3p;TIAL1
hsa-miR-30a-3p;PCSK2
hsa-miR-30a-3p;DNAJC30
hsa-miR-30a-3p;RAB3IP
hsa-miR-30a-3p;MMAB
hsa-miR-30a-3p;C7orf55-LUC7L2
hsa-miR-30a-3p;COX17
hsa-miR-30a-3p;LUC7L2
hsa-miR-30a-3p;KCNN3
hsa-miR-30a-3p;PDE11A
hsa-miR-30a-3p;FOXP1
hsa-miR-30a-3p;C6
hsa-miR-30a-3p;DSTYK
hsa-miR-30a-3p;PCSK2
hsa-miR-30a-3p;RAB3IP
hsa-miR-30a-3p;SH3TC2
hsa-miR-30a-3p;LSM14A
hsa-miR-30a-3p;NUFIP2
hsa-miR-30a-3p;HS3ST1
hsa-miR-30a-3p;COX17
hsa-miR-30a-3p;KCNN3
hsa-miR-30a-3p;PDE11A
hsa-miR-30a-3p;NR2F6
hsa-miR-30a-3p;HSPA6
hsa-miR-30a-3p;FOXP1
hsa-miR-30a-3p;ENTPD5
hsa-miR-30a-3p;C6
hsa-miR-30a-3p;C7orf55-LUC7L2
hsa-miR-30a-3p;DSTYK
hsa-miR-30a-3p;GATAD2B
hsa-miR-30a-3p;PCSK2
hsa-miR-30a-3p;ZNF134
hsa-miR-30a-3p;RAB3IP
hsa-miR-30a-3p;LUC7L2
hsa-miR-30a-3p;KCNN3
hsa-miR-30a-3p;NUFIP2
hsa-miR-30a-3p;PCSK2
hsa-miR-30a-3p;COX17
hsa-miR-30a-3p;PDE11A
hsa-miR-30a-3p;NR2F6
hsa-miR-30a-3p;FOXP1
hsa-miR-30a-3p;C7orf55-LUC7L2
hsa-miR-30a-3p;DSTYK
hsa-miR-30a-3p;RAB3IP
hsa-miR-30a-3p;LUC7L2
hsa-miR-30a-3p;FOXP1
hsa-miR-30a-3p;GATAD2B
hsa-miR-30a-3p;KCNN3
hsa-miR-30a-3p;LSM14A
hsa-miR-30a-3p;NR2F6
hsa-miR-30a-3p;NUFIP2
hsa-miR-30a-3p;EMC3
hsa-miR-30a-3p;COX17
hsa-miR-30a-3p;PDE11A
hsa-miR-30a-3p;PCSK2
hsa-miR-30a-3p;RAB3IP
hsa-miR-30a-3p;MMAB
hsa-miR-30a-3p;C12orf73
hsa-miR-30a-3p;FAM104A
hsa-miR-30a-3p;GLO1
hsa-miR-30a-3p;GNAL
hsa-miR-30a-3p;KPNA2
hsa-miR-30a-3p;VAV3
hsa-miR-30a-3p;NBPF3
hsa-miR-30a-3p;NBPF10
hsa-miR-30a-3p;ENTPD4
hsa-miR-30a-3p;NBPF20
hsa-miR-30a-3p;NBPF14
hsa-miR-30a-3p;NBPF11
hsa-miR-30a-3p;VAV3
hsa-miR-30a-3p;NCMAP
hsa-miR-30a-3p;NBPF15
hsa-miR-30a-3p;NBPF1
hsa-miR-30a-3p;NBPF12
hsa-miR-30a-3p;EIF1
hsa-miR-30a-3p;KPNA2
hsa-miR-30a-3p;SRSF2
hsa-miR-30a-3p;NBPF10
hsa-miR-30a-3p;NBPF20
hsa-miR-30a-3p;NBPF14
hsa-miR-30a-3p;NBPF11
hsa-miR-30a-3p;SMCR8
hsa-miR-30a-3p;NBPF15
hsa-miR-30a-3p;NBPF1
hsa-miR-30a-3p;NBPF12
hsa-miR-30a-3p;EIF1
hsa-miR-30a-3p;FAM107B
hsa-miR-30a-3p;GLO1
hsa-miR-30a-3p;KRAS
hsa-miR-30a-3p;LMNB1
hsa-miR-30a-3p;TUBB2A
hsa-miR-30a-3p;ZFHX3
hsa-miR-30a-3p;SCP2
hsa-miR-30a-3p;MYC
hsa-miR-30a-3p;GLO1
