mmu-miR-1a-3p;Igf1
mmu-let-7e-5p;Eif3j1
mmu-let-7b-5p;Mtpn
mmu-let-7b-5p;Rpia
mmu-let-7b-5p;Actg1
mmu-miR-9-5p;Foxg1
mmu-miR-150-5p;Notch4
mmu-miR-221-3p;Psmd9
mmu-miR-135a-5p;Smad5
mmu-miR-34c-5p;Smad5
mmu-miR-34c-5p;Runx2
mmu-miR-133a-3p;Runx2
mmu-miR-223-3p;Mef2c
mmu-miR-30e-5p;Sap30
mmu-miR-30e-5p;Tshb
mmu-miR-30e-5p;Akap14
mmu-let-7a-5p;Hmga2
mmu-miR-21a-5p;Reck
mmu-miR-34a-5p;Actb
mmu-miR-150-5p;Pdgfb
mmu-miR-31-5p;Hif1a
mmu-miR-31-5p;Pdgfb
mmu-miR-126a-3p;Hoxa9
mmu-miR-19b-3p;Hipk3
mmu-miR-19b-3p;Mylip
mmu-miR-124-3p;Foxa2
mmu-miR-200c-3p;Zeb1
mmu-miR-200c-3p;Zeb2
mmu-miR-155-5p;Ripk1
mmu-miR-155-5p;Fadd
mmu-miR-155-5p;Ikbke
mmu-miR-155-5p;Trp53inp1
mmu-miR-101a-3p;Ptgs2
mmu-miR-155-5p;Jarid2
mmu-miR-155-5p;Rheb
mmu-miR-155-5p;Myb
mmu-miR-26a-5p;Ezh2
mmu-miR-23b-3p;Hes1
mmu-miR-206-3p;Mmd
mmu-miR-206-3p;Utrn
mmu-miR-206-3p;Fstl1
mmu-miR-124-3p;Sycp1
mmu-miR-124-3p;Ptbp1
mmu-miR-133a-3p;Cdc42
mmu-miR-133a-3p;Nelfa
mmu-miR-133a-3p;Rhoa
mmu-miR-1a-3p;Hand2
mmu-miR-1a-3p;Irx5
mmu-miR-375-3p;Mtpn
mmu-miR-92a-3p;Hipk3
mmu-miR-106a-5p;Hipk3
mmu-miR-20b-5p;Hipk3
mmu-miR-20b-5p;Mylip
mmu-miR-106a-5p;Mylip
mmu-miR-92a-3p;Mylip
mmu-miR-155-5p;Socs1
mmu-let-7e-5p;Tlr4
mmu-miR-122-5p;Tmem50b
mmu-miR-122-5p;Cers6
mmu-miR-122-5p;Gpx7
mmu-miR-122-5p;Tgfbr1
mmu-miR-122-5p;Sbk1
mmu-miR-122-5p;Hist1h1c
mmu-miR-122-5p;Ddc
mmu-miR-122-5p;Rell1
mmu-miR-122-5p;Bach1
mmu-miR-122-5p;Apob
mmu-miR-122-5p;P4ha1
mmu-miR-122-5p;Ccng1
mmu-miR-122-5p;Slc7a1
mmu-miR-122-5p;Gys1
mmu-miR-122-5p;Slc35a4
mmu-miR-122-5p;Hfe2
mmu-miR-122-5p;Tmed3
mmu-miR-122-5p;Bckdk
mmu-miR-122-5p;Aldoa
mmu-miR-122-5p;Ndrg3
mmu-miR-122-5p;Cd320
mmu-miR-205-5p;Pten
mmu-miR-140-5p;Smad3
mmu-miR-27a-3p;Pparg
mmu-miR-133b-3p;Pitx3
mmu-let-7c-5p;Sall4
mmu-miR-497a-5p;Bcl2l2
mmu-miR-497a-5p;Bcl2
mmu-miR-211-5p;Runx2
mmu-miR-204-5p;Runx2
mmu-miR-206-3p;Hdac4
mmu-miR-322-5p;Arl2
mmu-miR-195a-5p;Arl2
mmu-miR-16-5p;Arl2
mmu-miR-15b-5p;Arl2
mmu-miR-106b-5p;Mapk14
mmu-miR-106b-5p;Stat3
mmu-miR-20a-5p;Mapk14
mmu-miR-17-5p;Mapk14
mmu-miR-210-3p;Acvr1b
mmu-miR-29b-3p;Dnmt3b
mmu-miR-29a-3p;Dnmt3b
mmu-miR-29b-3p;Dnmt3a
mmu-miR-29a-3p;Dnmt3a
mmu-miR-486a-5p;Pten
mmu-miR-335-5p;Rb1
mmu-miR-29c-3p;Yy1
mmu-miR-146a-5p;Ifng
mmu-miR-20a-5p;Zbtb7a
mmu-miR-33-5p;Abcg1
mmu-miR-33-5p;Abca1
mmu-miR-29a-3p;Col3a1
mmu-miR-29a-3p;Fbn1
mmu-miR-29a-3p;Col1a2
mmu-miR-29a-3p;Col1a1
mmu-miR-29b-3p;Col1a1
mmu-miR-29b-3p;Col1a2
mmu-miR-29b-3p;Fbn1
mmu-miR-29b-3p;Col3a1
mmu-miR-30a-5p;Ak1
mmu-miR-30a-5p;Tnrc6a
mmu-miR-30a-5p;Abcb1b
mmu-miR-30a-5p;Inhba
mmu-miR-30a-5p;Egfr
mmu-miR-122-5p;Smarcd1
mmu-miR-122-5p;Rcan1
mmu-miR-122-5p;Gde1
mmu-miR-19b-3p;Arid4b
mmu-miR-106a-5p;Arid4b
mmu-miR-20b-5p;Arid4b
mmu-miR-140-5p;Ppp3cb
mmu-miR-140-5p;Tor1aip2
mmu-miR-140-5p;Rbbp6
mmu-miR-140-5p;Agxt2l2
mmu-miR-130a-3p;Atxn1
mmu-miR-101a-3p;Atxn1
mmu-miR-19a-3p;Atxn1
mmu-let-7b-5p;Bsg
mmu-miR-152-3p;Camk2a
mmu-miR-148b-3p;Camk2a
mmu-miR-148a-3p;Camk2a
mmu-miR-142a-3p;Adcy9
mmu-miR-486a-5p;Pax7
mmu-miR-30c-5p;Runx1
mmu-miR-18a-5p;Runx1
mmu-miR-206-3p;Pax7
mmu-miR-9-5p;Runx1
mmu-miR-328-3p;Bace2
mmu-miR-298-5p;Bace2
mmu-miR-328-3p;Bace1
mmu-miR-298-5p;Bace1
mmu-miR-155-5p;Aicda
mmu-miR-150-5p;Vegfa
mmu-miR-216a-5p;Pten
mmu-miR-130a-3p;Zfpm2
mmu-miR-217-5p;Pten
mmu-miR-155-5p;Abhd16a
mmu-miR-124-3p;Ptpn12
mmu-miR-126a-3p;Pik3r2
mmu-miR-126a-3p;Spred1
mmu-miR-181a-5p;Tcra
mmu-miR-181a-5p;Egr1
mmu-miR-181a-5p;Tox
mmu-miR-181a-5p;Runx1
mmu-miR-124-3p;Ctdsp1
mmu-let-7c-5p;Myc
mmu-miR-155-5p;Maf
mmu-miR-101b-3p;Stc1
mmu-miR-124-3p;Ctdsp2
mmu-miR-124-3p;Cers2
mmu-miR-124-3p;Nek9
mmu-miR-124-3p;Tsku
mmu-miR-7a-5p;Hells
mmu-miR-155-5p;Sfpi1
mmu-miR-150-5p;Myb
mmu-miR-221-3p;Cdkn1b
mmu-miR-222-3p;Cdkn1b
mmu-miR-31-5p;Fzd4
mmu-miR-184-3p;Fzd4
mmu-miR-196a-5p;Hmga2
mmu-miR-101b-3p;Atxn1
mmu-miR-206-3p;Spry1
mmu-miR-133a-3p;Ucp2
mmu-miR-210-3p;Ucp2
mmu-miR-1a-3p;Ucp2
mmu-miR-101a-3p;Icos
mmu-miR-195a-5p;Cdk6
mmu-miR-195a-5p;Ccnd1
mmu-miR-132-3p;Mecp2
mmu-miR-146a-5p;Irak2
mmu-miR-140-5p;D030056L22Rik
mmu-miR-146a-5p;Irak1
mmu-miR-146a-5p;Traf6
mmu-miR-124-3p;Fcho2
mmu-miR-124-3p;Cd164
mmu-miR-124-3p;Lamc1
mmu-miR-124-3p;Cebpa
mmu-miR-124-3p;Tom1l1
mmu-miR-124-3p;Arfip1
mmu-miR-1a-3p;Hspa1b
mmu-miR-1a-3p;Hspd1
mmu-miR-124-3p;Sypl
mmu-miR-124-3p;Hadhb
mmu-miR-124-3p;B4galt1
mmu-miR-133a-3p;Casp9
mmu-miR-16-5p;Cadm1
mmu-miR-15a-5p;Cadm1
mmu-miR-124-3p;Stx2
mmu-miR-17-5p;Rbl2
mmu-miR-706;Slc3a2
mmu-miR-709;Ctcfl
mmu-miR-203-3p;Trp63
mmu-miR-140-5p;Ifit2
mmu-miR-140-5p;Sbk1
mmu-miR-140-5p;Srr
mmu-miR-140-5p;Cxcl12
mmu-miR-140-5p;Zfand1
mmu-miR-140-5p;Cenpl
mmu-miR-140-5p;Fosb
mmu-miR-34a-5p;Bcl2
mmu-miR-140-5p;Kcnk2
mmu-miR-140-5p;Zfp868
mmu-miR-140-5p;Speer4b
mmu-miR-140-5p;Ddhd1
mmu-miR-140-5p;Slc25a16
mmu-miR-140-5p;Rad50
mmu-miR-140-5p;Gucd1
mmu-miR-140-5p;Rufy2
mmu-miR-206-3p;Notch3
mmu-miR-133a-3p;Spry1
mmu-miR-203-3p;Zfp281
mmu-miR-21a-5p;Spry1
mmu-miR-92a-3p;Trp63
mmu-miR-155-5p;Fgf7
mmu-miR-320-3p;Hspb6
mmu-miR-219a-5p;Elovl7
mmu-miR-219a-5p;Enpp6
mmu-miR-124-3p;Fam177a
mmu-miR-219a-5p;Camk2g
mmu-miR-145a-5p;Irs1
mmu-miR-134-5p;Nr5a2
mmu-miR-134-5p;Gnao1
mmu-miR-470-5p;Pou5f1
mmu-miR-155-5p;Inpp5d
mmu-miR-20b-5p;Vegfa
mmu-miR-1a-3p;Igf1r
mmu-miR-324-5p;Smo
mmu-miR-326-3p;Smo
mmu-miR-125b-5p;Smo
mmu-miR-124-3p;Plod3
mmu-miR-219a-5p;Pdgfra
mmu-miR-219a-5p;Sox6
mmu-miR-219a-5p;Foxj3
mmu-miR-219a-5p;Zbtb18
mmu-miR-219a-5p;Hes5
mmu-miR-375-3p;Olfr75-ps1
mmu-miR-23a-3p;Celf1
mmu-miR-23b-3p;Celf1
mmu-miR-23b-3p;Celf2
mmu-miR-143-3p;Prkce
mmu-miR-145a-5p;Prkce
mmu-miR-466l-3p;Il10
mmu-miR-155-5p;Tab2
mmu-miR-143-3p;Vcan
mmu-miR-122-5p;Ccrn4l
mmu-miR-29b-3p;Eln
mmu-miR-29a-3p;Eln
mmu-miR-146a-5p;Nos2
mmu-miR-486a-5p;Foxo1
mmu-miR-468-3p;Hells
mmu-let-7c-5p;Mycn
mmu-let-7c-5p;Lin28a
mmu-miR-133a-3p;Ccnd2
mmu-miR-133a-3p;Srf
mmu-let-7a-5p;Il13
mmu-miR-223-3p;Fbxw7
mmu-miR-25-3p;Fbxw7
mmu-miR-138-5p;Kdm6b
mmu-miR-148a-3p;Kdm6b
mmu-miR-185-5p;Kdm6b
mmu-miR-339-5p;Kdm6b
mmu-miR-204-5p;Mmp9
mmu-miR-204-5p;Aurkb
mmu-miR-204-5p;Hoxb7
mmu-miR-134-5p;Pum2
mmu-miR-134-5p;Limk1
mmu-miR-28a-5p;Srsf1
mmu-miR-505-3p;Srsf1
mmu-miR-10b-5p;Hoxd10
mmu-miR-139-5p;Foxo1
mmu-let-7a-5p;Trim71
mmu-let-7e-5p;Trim71
mmu-miR-10a-5p;Hdac4
mmu-miR-221-3p;Ddit4
mmu-miR-221-3p;Bnip3
mmu-miR-181b-5p;Timp3
mmu-miR-27b-3p;Mef2c
mmu-miR-381-3p;Bdnf
mmu-miR-495-3p;Bdnf
mmu-miR-30a-5p;Bdnf
mmu-miR-30d-5p;Bdnf
mmu-miR-143-3p;Elk1
mmu-miR-145a-5p;Klf4
mmu-miR-145a-5p;Camk2d
mmu-miR-125b-5p;Ddx19b
mmu-miR-125b-5p;Tor2a
mmu-miR-125b-5p;Rhebl1
mmu-miR-125b-5p;Dus1l
mmu-miR-125b-5p;Ppt2
mmu-miR-125b-5p;Abtb1
mmu-miR-125b-5p;Apln
mmu-miR-125b-5p;Zfp385a
mmu-miR-125b-5p;Entpd4
mmu-miR-125b-5p;Rabl6
mmu-miR-125b-5p;Arid3b
mmu-miR-125b-5p;Arid3a
mmu-miR-125b-5p;Lin28a
mmu-miR-125b-5p;Map2k7
mmu-miR-125b-5p;Ajuba
mmu-let-7a-5p;Lin28a
mmu-miR-29a-3p;Zfp36
mmu-miR-23a-3p;Pou4f2
mmu-miR-214-3p;Pou4f2
mmu-miR-128-3p;Pou4f2
mmu-miR-23b-3p;Rtl1
mmu-miR-221-3p;Kit
mmu-miR-222-3p;Kit
mmu-miR-181a-5p;Hoxa
mmu-miR-133b-3p;Ptbp2
mmu-miR-133a-3p;Hdac4
mmu-miR-1a-3p;Srf
mmu-miR-124-3p;Bdnf
mmu-let-7d-5p;Bdnf
mmu-let-7d-5p;Drd3
mmu-miR-124-3p;Drd3
mmu-miR-27b-3p;Smad3
mmu-miR-24-3p;Smad3
mmu-miR-27b-3p;Smad4
mmu-miR-24-3p;Smad4
mmu-miR-27b-3p;Smad5
mmu-miR-24-3p;Smad5
mmu-miR-23a-3p;Lmnb1
mmu-miR-23b-3p;Lmnb1
mmu-miR-101a-3p;COX2
mmu-miR-29b-3p;Dusp2
mmu-miR-29b-3p;Ctnnbip1
mmu-miR-29b-3p;Acvr2a
mmu-miR-29b-3p;Tgfb3
mmu-miR-29b-3p;Hdac4
mmu-miR-29b-3p;Col5a3
mmu-miR-29b-3p;Col4a2
mmu-miR-125b-5p;Tnf
mmu-miR-1a-3p;Rheb
mmu-miR-1a-3p;Rps6
mmu-miR-1a-3p;Nppa
mmu-miR-1a-3p;Rasa1
mmu-miR-1a-3p;Cdk9
mmu-miR-1a-3p;Fn1
mmu-miR-27a-3p;Odc1
mmu-miR-27a-3p;Srm
mmu-miR-1a-3p;Acta1
mmu-miR-1a-3p;Myh6
mmu-miR-219a-5p;Phlpp1
mmu-miR-132-3p;Rfx4
mmu-miR-124-3p;Jag1
mmu-miR-124-3p;Dlx2
mmu-miR-124-3p;Sox9
mmu-miR-503-5p;Inha
mmu-miR-503-5p;Inhba
mmu-miR-503-5p;Cyp19a1
mmu-miR-503-5p;Lhcgr
mmu-miR-503-5p;Esr2
mmu-miR-503-5p;Ar
mmu-miR-503-5p;Cdkn1b
mmu-miR-503-5p;Casp3
mmu-miR-503-5p;Ccnd2
mmu-miR-503-5p;Bcl2
mmu-miR-196a-5p;Hoxb8
mmu-miR-181b-5p;Aicda
mmu-miR-19b-3p;Aicda
mmu-miR-30b-5p;Aicda
mmu-miR-149-5p;Aicda
mmu-miR-181b-5p;Slc35d3
mmu-miR-181b-5p;Ak4
mmu-miR-181b-5p;Ndrg1
mmu-miR-181b-5p;Pitpnc1
mmu-miR-181b-5p;Tmem14a
mmu-miR-181b-5p;Cd244
mmu-miR-181b-5p;Gch1
mmu-miR-181b-5p;Errfi1
mmu-miR-181b-5p;Hk2
mmu-miR-181b-5p;Mxi1
mmu-miR-181b-5p;Ccdc58
mmu-miR-181b-5p;Sc4mol
mmu-miR-181b-5p;Pfkfb3
mmu-miR-181b-5p;Pdxp
mmu-miR-181b-5p;Atp5g1
mmu-miR-181b-5p;Casp3
mmu-miR-181b-5p;Ulk3
mmu-miR-181b-5p;Snx25
mmu-miR-181b-5p;Higd1a
mmu-miR-136-5p;Rtl1
mmu-miR-434-3p;Rtl1
mmu-miR-434-5p;Rtl1
mmu-miR-127-3p;Rtl1
mmu-miR-433-3p;Rtl1
mmu-miR-433-5p;Rtl1
mmu-miR-431-5p;Rtl1
mmu-miR-16-5p;App
mmu-miR-1a-3p;Pax7
mmu-miR-1a-3p;Pola1
mmu-miR-133a-3p;Pola1
mmu-miR-206-3p;Id1
mmu-miR-206-3p;Id2
mmu-miR-206-3p;Id3
mmu-miR-206-3p;Hhip
mmu-miR-206-3p;Ptplad1
mmu-miR-206-3p;Bdnf
mmu-miR-206-3p;Igsf5
mmu-miR-1a-3p;Gja1
mmu-miR-503-5p;Fshr
mmu-miR-503-5p;Acvr2b
mmu-miR-503-5p;Acvr2a
mmu-miR-140-5p;Cpa6
mmu-miR-124-3p;Ptbp2
mmu-miR-132-3p;Ep300
mmu-miR-132-3p;Kdm5a
mmu-miR-132-3p;Btg2
mmu-miR-132-3p;Paip2
mmu-miR-191-5p;Riok3
mmu-miR-191-5p;Mxi1
mmu-miR-134-5p;Dcx
mmu-miR-134-5p;Chrdl1
mmu-miR-351-5p;Tnf
mmu-miR-351-5p;Siah2
mmu-miR-298-5p;Siah2
mmu-miR-298-5p;Tnf
mmu-miR-155-5p;Pea15a
mmu-miR-363-3p;Hand2
mmu-miR-363-3p;Tbx3
mmu-miR-137-3p;Tbx3
mmu-miR-153-3p;Tbx3
mmu-miR-1a-3p;Klf4
mmu-miR-26b-5p;Lef1
mmu-miR-134-5p;Creb1
mmu-miR-326-3p;Ets1
mmu-miR-125a-5p;Trim71
mmu-miR-125b-5p;Trim71
mmu-miR-128-3p;Trim71
mmu-miR-33-5p;Nrip1
mmu-miR-9-5p;Sirt1
mmu-miR-29b-3p;Bcl2l11
mmu-miR-29b-3p;Bmf
mmu-miR-29b-3p;Hrk
mmu-miR-29b-3p;Bbc3
mmu-miR-29b-3p;Bak1
mmu-miR-15a-5p;Eln
mmu-miR-497a-5p;Eln
mmu-miR-135a-5p;App
mmu-miR-20a-5p;App
mmu-miR-18a-5p;Hsf2
mmu-miR-494-3p;Hsf2
mmu-miR-503-5p;Inhbb
mmu-miR-29b-1-5p;Arg1
mmu-miR-676-3p;Arg1
mmu-miR-382-3p;Arg1
mmu-miR-669b-5p;Arg1
mmu-miR-22-3p;Ass1
mmu-miR-127-5p;Ass1
mmu-miR-470-5p;Ass1
mmu-miR-411-3p;Ass1
mmu-miR-501-3p;Cps1
mmu-miR-96-5p;Gstm1
mmu-miR-126a-3p;Runx1
mmu-miR-126a-3p;Tal1
mmu-miR-126a-3p;Sfpi1
mmu-miR-126a-5p;Sfpi1
mmu-miR-126a-5p;Tal1
mmu-miR-126a-5p;Runx1
mmu-miR-125b-5p;Igf2
mmu-miR-200a-3p;Ctnnb1
mmu-miR-200b-3p;Suz12
mmu-miR-200b-3p;Bmi1
mmu-miR-9-5p;Hes1
mmu-miR-146a-5p;Stat1
mmu-miR-101a-3p;Dusp1
mmu-miR-223-3p;Gzmb
mmu-miR-101a-3p;Akt1
mmu-miR-16-5p;Mdm4
mmu-miR-16-5p;Vegfa
mmu-miR-16-5p;Jun
mmu-miR-16-5p;Jag1
mmu-miR-291a-3p;Cdkn1a
mmu-miR-291b-3p;Cdkn1a
mmu-miR-294-3p;Cdkn1a
mmu-miR-295-3p;Cdkn1a
mmu-miR-302d-3p;Cdkn1a
mmu-miR-212-3p;Mmp9
mmu-miR-132-3p;Mmp9
mmu-miR-199b-3p;Dyrk1a
mmu-miR-200b-3p;Flt1
mmu-miR-200c-3p;Flt1
mmu-miR-200a-3p;Flt1
mmu-miR-429-3p;Flt1
mmu-miR-125b-5p;Bmf
mmu-miR-125b-5p;Klf13
mmu-miR-122-5p;Klf6
mmu-miR-122-5p;B2m
mmu-miR-122-5p;Afp
mmu-miR-122-5p;Ccl2
mmu-miR-122-5p;Csf3r
mmu-miR-122-5p;Ctgf
mmu-miR-122-5p;Cxcl13
mmu-miR-122-5p;Cyp2b13
mmu-miR-122-5p;Dbp
mmu-miR-122-5p;Igf2
mmu-miR-122-5p;Il1b
mmu-miR-122-5p;Jun
mmu-miR-122-5p;Per1
mmu-miR-122-5p;Alpl
mmu-miR-122-5p;Cs
mmu-miR-122-5p;Prom1
mmu-miR-122-5p;Sox4
mmu-miR-124-3p;Ginm1
mmu-miR-483-5p;Socs3
mmu-miR-22-3p;Mecom
mmu-miR-22-3p;Erbb3
mmu-miR-22-3p;Cdc25c
mmu-miR-10b-5p;Klf4
mmu-miR-10b-5p;Cdkn1a
mmu-miR-182-5p;Adcy6
mmu-miR-182-5p;Foxo3
mmu-miR-143-3p;Kras
mmu-miR-143-3p;Rreb1
mmu-miR-145a-5p;Rreb1
mmu-miR-145a-5p;Kras
mmu-miR-29a-3p;Hdac4
mmu-miR-29c-3p;Hdac4
mmu-miR-375-3p;Yap1
mmu-miR-155-5p;Fos
mmu-miR-24-3p;Bcl2l11
mmu-miR-125b-5p;Stat3
mmu-miR-125b-5p;Bak1
mmu-miR-125b-5p;Jun
mmu-miR-125b-5p;Jund
mmu-miR-145a-5p;Sox9
mmu-miR-132-3p;Ptbp2
mmu-miR-143-3p;Ptn
mmu-miR-130b-3p;Meox2
mmu-miR-301b-3p;Meox1
mmu-miR-721;Meox2
mmu-miR-125b-5p;Ppp1ca
mmu-miR-125b-5p;Prkra
mmu-miR-140-5p;asp1
mmu-miR-27b-3p;Pparg
mmu-miR-34a-5p;Sirt1
mmu-miR-194-5p;Fzd6
mmu-miR-29b-3p;Tbx21
mmu-miR-29b-3p;Eomes
mmu-miR-125b-1-3p;Srf
mmu-miR-125b-1-3p;Nkx2-5
mmu-miR-125b-1-3p;Prpf8
mmu-miR-155-5p;Tspan14
mmu-miR-155-5p;Lpin1
mmu-miR-155-5p;Pmaip1
mmu-miR-34a-5p;Notch1
mmu-miR-133a-3p;Igf1r
mmu-miR-320-3p;Ets2
mmu-miR-320-3p;Mmp9
mmu-miR-320-3p;Emilin2
mmu-miR-125a-5p;Cbx7
mmu-miR-181a-5p;Cbx7
mmu-miR-181b-5p;Cbx7
mmu-miR-451a;Myc
mmu-miR-709;Myc
mmu-miR-709;Akt1
mmu-miR-15a-5p;Ccnt2
mmu-miR-743a-3p;Mdh2
mmu-miR-206-3p;Timp3
mmu-miR-146a-5p;Notch1
mmu-miR-195a-5p;Sirt1
mmu-miR-141-3p;Mapk14
mmu-miR-200c-3p;Mapk14
mmu-miR-200b-3p;Mapk14
mmu-miR-21a-5p;Tgfbi
mmu-miR-29a-3p;Col2a1
mmu-miR-29b-3p;Col2a1
mmu-miR-27b-3p;Cxcl12
mmu-miR-34c-5p;Atf1
mmu-miR-148a-3p;Rock1
mmu-miR-1a-3p;Cdc42
mmu-miR-298-5p;Vdr
mmu-miR-29c-3p;Spry1
mmu-miR-184-3p;Numbl
mmu-miR-346-5p;Nrip1
mmu-miR-218-5p;Onecut2
mmu-miR-23a-3p;Runx2
mmu-miR-16-5p;Slc6a4
mmu-miR-296-5p;Tmed9
mmu-miR-199a-3p;Smad1
mmu-miR-199a-3p;Runx1
mmu-miR-192-5p;Zeb2
mmu-miR-199a-3p;COX2
mmu-miR-22-3p;Arpc5
mmu-miR-883a-5p;Arpc5
mmu-miR-19b-3p;Neurod1
mmu-miR-382-5p;Klk5
mmu-miR-2861;Hdac5
mmu-miR-10a-5p;Bcl2l11
mmu-miR-106b-5p;Bcl2l11
mmu-miR-17-5p;Bcl2l11
mmu-miR-125b-5p;Suv39h1
mmu-miR-19b-3p;Arpc3
mmu-miR-29a-3p;Arpc3
mmu-miR-34a-5p;Dll1
mmu-miR-9-5p;Zfp521
mmu-miR-495-3p;Onecut1
mmu-miR-132-3p;Nr4a2
mmu-miR-127-3p;Fcgr1
mmu-miR-132-3p;Arhgap32
mmu-miR-17-5p;Sqstm1
mmu-miR-20a-5p;Sqstm1
mmu-miR-93-5p;Sqstm1
mmu-miR-106a-5p;Sqstm1
mmu-miR-451a;Ywhaz
mmu-miR-223-3p;Stat3
mmu-miR-96-5p;Clic5
mmu-miR-182-5p;Clic5
mmu-miR-124-3p;Dlx5
mmu-miR-181a-5p;Msx2
mmu-miR-142a-3p;Arntl
mmu-miR-25-3p;Wwp2
mmu-miR-471-5p;Foxd1
mmu-miR-471-5p;Dsc1
mmu-miR-125b-5p;Cbfb
mmu-miR-182-5p;Tbx1
mmu-miR-103-3p;Nf1
mmu-miR-137-3p;Nf1
mmu-miR-128-3p;Nf1
mmu-miR-16-5p;Ccne1
mmu-miR-297b-5p;Mllt3
mmu-miR-297b-3p;Mllt3
mmu-miR-195a-5p;Bace1
mmu-miR-30d-5p;Map4k4
mmu-miR-125a-5p;4632428N05Rik
mmu-miR-125b-5p;4632428N05Rik
mmu-miR-145a-5p;Ccnd2
mmu-miR-145a-5p;Acvr1b
mmu-miR-511-3p;Rock2
mmu-miR-467b-5p;Lpl
mmu-miR-30a-5p;Snai1
mmu-miR-30c-5p;Snai1
mmu-miR-125b-5p;Snai1
mmu-miR-370-3p;Bmpr2
mmu-miR-370-3p;Estq1
mmu-miR-449a-5p;Ccnd1
mmu-miR-449a-5p;Bcl2
mmu-miR-449a-5p;E2f2
mmu-miR-449a-5p;E2f3
mmu-miR-449a-5p;Myc
mmu-miR-183-5p;Taok1
mmu-miR-7578;Egr1
mmu-miR-146a-5p;Med1
mmu-miR-210-3p;Bcl2
mmu-miR-223-3p;Gria2
mmu-miR-223-3p;Grin2b
mmu-miR-205-5p;Lrrk2
mmu-miR-145a-5p;Sp7
mmu-miR-92a-3p;Map2k4
mmu-miR-22-3p;Ywhaz
mmu-miR-22-3p;Irf8
mmu-miR-1a-3p;Tlx2
mmu-miR-1a-3p;Anxa5
mmu-miR-135b-5p;Il1r1
mmu-miR-290a-3p;Arid4b
mmu-miR-181a-5p;Tgfbi
mmu-miR-181a-5p;Tbr1
mmu-miR-181a-5p;Rgs4
mmu-miR-181a-5p;Gata6
mmu-miR-148a-3p;Dnmt1
mmu-miR-30e-5p;Ucp2
mmu-miR-155-5p;Cldn1
mmu-miR-181a-5p;Acvr2a
mmu-miR-2861;Runx2
mmu-miR-758-3p;Cbfa2t2
mmu-miR-758-3p;Prrc2b
mmu-miR-758-3p;Hdac6
mmu-miR-758-3p;Nrip1
mmu-miR-758-3p;D3Bwg0562e
mmu-miR-758-3p;Meig1
mmu-miR-758-3p;Jakmip2
mmu-miR-758-3p;Slc30a10
